descricao,Categoria,contagem_galv,contagem_diam,contagem_equip,contagem_sequencia,contagem_20cm,contagem_tam
papel impregnado ouro,0,0,0,0,0,0,0
papel impregnado papyrus iinpeo,0,0,0,0,0,0,0
papel impregnado pecar africa,0,0,0,0,0,0,0
papel impregnado pecar africa inspetor,0,0,0,0,0,0,0
papel impregnado pixel,0,0,0,0,0,0,0
papel impregnado platina papel impregnado unimetal nome digo fornecedor unimetal metalico prateado,0,0,0,0,0,0,0
papel impregnado preto inspetor,0,0,0,0,0,0,0
papel impregnado paulo,0,0,0,0,0,0,0
papel impregnado saw cut iinpeo,0,0,0,0,0,0,0
papel impregnado cavilha inspetor,0,0,0,0,0,0,0
papel impregnado tapar,0,0,0,0,0,0,0
papel impregnado tapar rapado papel impregnado tapar nome digo fornecedor tapar slot rapado tapar,0,0,0,0,0,0,0
papel impregnado tear papel impregnado textil nome digo fornecedor textil tear,0,0,0,0,0,0,0
papel impregnado tecto papel impregnado chino nome digo fornecedor chino metalico chino,0,0,0,0,0,0,0
papel impregnado terramoto,0,0,0,0,0,0,0
papel impregnado terreno papel impregnado greg nome digo fornecedor greg gianduia,0,0,0,0,0,0,0
papel impregnado rico,0,0,0,0,0,0,0
papel impregnado teria inspetor,0,0,0,0,0,0,0
papel impregnado desvio,0,0,0,0,0,0,0
papel impregnado grafite,0,0,0,0,0,0,0
papel impregnado origami,0,0,0,0,0,0,0
papel impregnado preto,0,0,0,0,0,0,0
papel impregnado underlay,0,0,0,0,0,0,0
papel impregnado alecrim,0,0,0,0,0,0,0
papel impregnado amava,0,0,0,0,0,0,0
papel impregnado atacaria,0,0,0,0,0,0,0
papel impregnado capuccino,0,0,0,0,0,0,0
papel impregnado cinza urbano,0,0,0,0,0,0,0
papel impregnado cosmos,0,0,0,0,0,0,0
papel impregnado niquel,0,0,0,0,0,0,0
papel impregnado quartzo,0,0,0,0,0,0,0
papel impregnado rosa milkshake,0,0,0,0,0,0,0
papel impregnado tecido,0,0,0,0,0,0,0
papel impregnado tijolo,0,0,0,0,0,0,0
papel impregnado marca papel impregnado find nome digo fornecedor find vendi matt,0,0,0,0,0,0,0
papel impregnado branco nano,0,0,0,0,0,0,0
papel impregnado carvalho natural,0,0,0,0,0,0,0
papel impregnado cinza argila,0,0,0,0,0,0,0
papel impregnado cinza causarem,0,0,0,0,0,0,0
papel impregnado vendi,0,0,0,0,0,0,0
papel impregnado montanha,0,0,0,0,0,0,0
papel impregnado fulo papel impregnado fulo,0,0,0,0,0,0,0
papel impregnado iceland,0,0,0,0,0,0,0
papel impregnado impura,0,0,0,0,0,0,0
papel impregnado marco,0,0,0,0,0,0,0
papel impregnado plano,0,0,0,0,0,0,0
papel impregnado negro,0,0,0,0,0,0,0
papel impregnado pau ferro,0,0,0,0,0,0,0
papel impregnado tela papel impregnado tela,0,0,0,0,0,0,0
papel impregnado crime,0,0,0,0,0,0,0
papel impregnado freio papel impregnado freio,0,0,0,0,0,0,0
papel impregnado pedra,0,0,0,0,0,0,0
papel impregnado pedra amostra,0,0,0,0,0,0,0
papel impregnado savana,0,0,0,0,0,0,0
obsoleto kit capa papel tirado produto servico kit capa papel tirado centro custo solicitando aprovado utilizar padre descrito complementar,0,0,0,0,0,0,0
papel sulfito mesma unidades papel fino produto servico centro custo solicitando aprovado utilizar padre grp grs descrito complementar,0,0,0,0,0,0,0
papel emprego agente limpeza prato prensa produto servico papel emprego agente limpeza prato prensa dimensoes utilizar padre prato prensa descrito complementar estoque,0,0,0,0,0,0,0
papel pardo produto servico papel pardo utilizar padre laboratorio status cadastro aplicar direta,0,0,0,0,0,2,0
amostra saco papel,0,0,0,0,0,0,0
amostra saco papel tona,0,0,0,0,0,0,0
amostra saco papel enxofre,0,0,0,0,0,0,0
amostra saco papel cobre,0,0,0,0,0,0,0
amostra sacos papel,0,0,0,0,0,0,0
amostra sacos papel sulfato sodio,0,0,0,0,0,0,0
caixa papel,0,0,0,0,0,0,0
caixa papelao logotipo,0,0,0,0,0,0,0
caixa papelao logotipo hbl,0,0,0,0,0,0,0
caixa papelao duplo,0,0,0,0,0,0,0
caixa papelao pardo,0,0,0,0,0,1,0
envelope bolha papel kart,0,0,0,0,0,0,0
fita empacotamento papel tomada,0,0,0,0,0,0,0
fita papel cremada ref,0,0,0,0,0,0,0
folha papelao hidraulico,0,0,0,0,0,0,0
papelao hidraulico verde,0,0,0,0,0,0,0
papelao hidraulico,0,0,0,0,0,0,0
papel hidraulico,0,0,0,0,0,0,0
papelao hidraulico esp,0,0,0,0,0,0,0
papel xerografico oficio xmm,0,0,0,0,0,0,0
saco papel,0,0,0,0,0,0,0
saco papel boca aberta,0,0,0,0,0,0,0
saco papel calculado gelatina,0,0,0,0,0,0,0
sacos papel,0,0,0,0,0,0,0
caixa papel kid mickey calcinha skygraf,0,0,0,0,0,0,0
caixa papel base kid colorir skygraf,0,0,0,0,0,0,0
caixa papel kid mickey cueca skygraf,0,0,0,0,0,0,0
caixa papel dar vermelho azul skygraf,0,0,0,0,0,0,0
caixa papel nacional,0,0,0,0,0,0,0
copo papel teichner eco,0,0,0,0,0,0,0
copo papel versaline certfscmisto coc pacote,0,0,0,0,0,0,0
div filtro papel cafeteira grande,0,0,0,0,0,0,0
embalagem papel nat alta para embalagem papel nat alta para shop bag,0,0,0,0,0,0,0
estrela papelao dourada,0,0,0,0,0,0,0
exp bobina papel kart grace,0,0,0,0,0,1,0
exp papel carro amarelo tamanho carolina,0,0,0,0,0,0,0
med descarte papelao marca cartoon box,0,0,0,0,0,0,0
papel kart puro fornecedor cinco estrelas largura metro papel kart puro tratamento capa,0,0,0,0,0,0,0
papel cromoplot estrelas papel cromoplot,0,0,0,0,0,0,0
papel cromoplot estrelas papel ref,0,0,0,0,0,0,0
papel cromoplot talhar,0,0,0,0,0,0,0
papel cromoplot grama,0,0,0,0,0,0,0
papel cromovest peru estrelas papel cromovest perfurado,0,0,0,0,0,0,0
papel cromovest perfurado,0,0,0,0,0,0,0
papel fotografico brilho,0,0,0,0,0,0,0
papel fotografico link autocolante papel fotografico link autocolante folhas,0,0,0,0,0,0,0
papel pardo microperfurado enfeitar tecido dar nacional,0,0,0,0,0,0,0
papel perfurado pardo papel perfurado enfeitar malha nacional pardo,0,0,0,0,0,0,0
papel siliconado acaba bri xcm cod acabamento brilho impresso,0,0,0,0,0,1,0
prato descartavel papelao,0,0,0,0,0,1,0
sacola papel base stone rosa,0,0,0,0,0,0,0
sacola papel base stone rosa novo mix rosa azul verde,0,0,0,0,0,0,0
sacola presente papel sacola presente papel kart cromos,0,0,0,0,0,2,0
papelao ondulado,0,0,0,0,0,0,0
alma papel xcm,0,0,0,0,0,1,0
alma papel cor cor unica alma material papel papelao aplicacao embalagem camisas geral dimensoes,0,0,0,0,0,2,0
artigos moldados prensado pasta papel,0,0,0,0,0,0,0
bobina papel presente cor cor unica,0,0,0,0,0,0,0
bobina papel presente cor cor unica,0,0,0,0,0,1,0
caixa mil papel coche visor cor branco,0,0,0,0,0,0,0
caixa papel ondulado,0,0,0,0,0,0,0
caixa papelao ondulado cor cor unica,0,0,0,0,0,0,0
caixa papel arquivo morto,0,0,0,0,0,0,0
caixa papelao sapato grande,0,0,0,0,0,0,0
caixa papel kart tamanho caixa kart presente tamanho cmxcmxcm,0,0,0,0,0,3,0
caixa papel kart tamanho cor cor unica,0,0,0,0,0,0,0
caixa papel presente espumante cor cor unica,0,0,0,0,0,0,0
caixa papelao grupo kyle tam caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa,0,0,0,0,0,0,0
caixa papelao grupo kyle tam cor marrom caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa,0,0,0,0,0,0,0
caixa papelaogrupo base tam caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa,0,0,0,0,0,0,0
caixa papelaogrupo base tam cor marrom caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa,0,0,0,0,0,0,0
caixaopapelao grupo base tam caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa,0,0,0,0,0,0,0
caixaopapelao grupo base tam cor marrom caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa,0,0,0,0,0,0,0
caixa papelao grupo base tam caixa onda dupla suporta peso maximo empenhamento maximo caixas,0,0,0,0,0,0,0
caixa papelao grupo base tam cor marrom caixa onda dupla suporta peso maximo empenhamento maximo caixas,0,0,0,0,0,0,0
caixa papelao lisa tam caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa ballet unir,0,0,0,0,0,0,0
caixa papelao lisa tam cor marrom caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa ballet unir,0,0,0,0,0,0,0
caixa papelao base aba cor marrom,0,0,0,0,0,0,0
caixa papelao base acaso cor marrom,0,0,0,0,0,0,0
caixa papelao base abasobre cor marrom,0,0,0,0,0,0,0
caixa papelao assento cor cor unica,0,0,0,0,0,0,0
caixa papelao duplex caixa material papelao duplex acabamento onda peso espessura capacidade medidas,0,0,0,0,0,0,0
caixa papelao duplex cor cor unica caixa material papelao duplex acabamento onda peso espessura capacidade medidas,0,0,0,0,0,0,0
caixa papelao grupo base tam cor marrom caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa ballet unir,0,0,0,0,0,0,0
caixa papel grupo base tam,0,0,0,0,0,0,0
caixa papelao lisa tam cor cor unica caixa onda suporta peso maximo empenhamento maximo caixas peso meio caixa ballet unir,0,0,0,0,0,0,0
caixa papel lisa tam,0,0,0,0,0,0,0
caixa papelao mil aba cor marrom,0,0,0,0,0,0,0
caixa papelao mil acaso cor marrom,0,0,0,0,0,0,0
caixa papelao mil cor marrom,0,0,0,0,0,0,0
caixa papelao ondulado cmxcmxcm cor marrom,0,0,0,0,0,3,0
caixa papelao cabide cor cor unica,0,0,0,0,0,0,0
caixa papelao prato cor cor unica,0,0,0,0,0,0,0
caixa papelao sabonete cor cor unica,0,0,0,0,0,0,0
caixas papel cartao ondulado,0,0,0,0,0,0,0
capa dvd papel cor cor unica,0,0,0,0,0,0,0
casinha mil madison papel parada coche cor cor unica,0,0,0,0,0,0,0
cubo papel xcm,0,0,0,0,0,1,0
cubo papel xcm cor cor unica cubo material papel dimensoes xcm ncm,0,0,0,0,0,2,0
cubo papel xcm cubo material papel dimensoes xcm ncm,0,0,0,0,0,2,0
cubo papel xcm campanha enim mil,0,0,0,0,0,1,0
cubo papel xcm campanha enim mil cor cor unica cubo papel dimensoes xcm aplicacao cubo campanha enim mil monarca marca volto demais informes papel duplex micro ondulado cor core impresso complemento verniz protejo,0,0,0,0,0,2,0
cubo papel xcm campanha enim mil cubo papel dimensoes xcm aplicacao cubo campanha enim mil monarca marca volto demais informes papel duplex micro ondulado cor core impresso complemento verniz protejo,0,0,0,0,0,2,0
arquivo morto papelao,0,0,0,0,0,0,0
arquivo morto papelao cor cor unica,0,0,0,0,0,0,0
enfarte papel cor cor unica,0,0,0,0,0,2,0
envelope mil papel verde creme cor cor unica,0,0,0,0,0,0,0
envelope papel laranja xcm,0,0,0,0,0,1,0
envelope papel laranja xcm cor cor unica,0,0,0,0,0,1,0
filtro papel brigitta med,0,0,0,0,0,0,0
filtro papel cafeteira cor cor unica,0,0,0,0,0,0,0
filtro papel branco cor cor unica filtro papel tamanho cor branco apresentacao embalagem,0,0,0,0,0,0,0
filtro papel branco filtro papel tamanho cor branco apresentacao embalagem,0,0,0,0,0,0,0
junta papel,0,0,0,0,0,0,0
junta veado papel,0,0,0,0,0,0,0
mkt sacola papel base,0,0,0,0,0,0,0
mkt sacola papel base cor cor unica sacola material papel marca branco medidas complemento mono branco anseio fardos etiqueta base,0,0,0,0,0,0,0
papel,0,0,0,0,0,0,0
papel cor cor unica,0,0,0,0,0,0,0
papel marfim cor cor unica,0,0,0,0,0,0,0
papel grama folhas cor amarelo,0,0,0,0,0,0,0
papel grama folhas cor azul,0,0,0,0,0,0,0
papel grama folhas cor rosa,0,0,0,0,0,0,0
papel grama folhas cor verde,0,0,0,0,0,0,0
papel grama folhas cor vermelho,0,0,0,0,0,0,0
papel amarelo cor cor unica papel tamanho prematura cor amarelo apresentacao pacote folhas,0,0,0,0,0,0,0
papel amarelo papel tamanho prematura cor amarelo apresentacao pacote folhas,0,0,0,0,0,0,0
papel cinza,0,0,0,0,0,0,0
papel cinza cor cor unica papel tamanho prematura cor cinza marca canso,0,0,0,0,0,0,0
papel vermelho cor cor unica papel tamanho prematura cor vermelho apresentacao pacote folhas,0,0,0,0,0,0,0
papel vermelho papel tamanho prematura cor vermelho apresentacao pacote folhas,0,0,0,0,0,0,0
papel amarelo cor cor unica,0,0,0,0,0,0,0
papel amarelo escuro,0,0,0,0,0,0,0
papel amarelo escuro cor cor unica,0,0,0,0,0,0,0
papel azul,0,0,0,0,0,0,0
papel azul cor cor unica,0,0,0,0,0,0,0
papel cinza claro,0,0,0,0,0,0,0
papel cinza claro cor cor unica papel modelo cor cinza claro quantidade pct tipo reciclado,0,0,0,0,0,0,0
papel cinza claro papel modelo cor cinza claro quantidade pct tipo reciclado,0,0,0,0,0,0,0
papel colorido,0,0,0,0,0,0,0
papel reciclado,0,0,0,0,0,0,0
papel reciclado cor cor unica papel tamanho complemento reciclado folhas folhas,0,0,0,0,0,0,0
papel rosa,0,0,0,0,0,0,0
papel rosa cor cor unica,0,0,0,0,0,0,0
papel tirado grupo base cor cor unica,0,0,0,0,0,0,0
papel verde,0,0,0,0,0,0,0
papel verde cor cor unica,0,0,0,0,0,0,0
papel cor cor unica papel tipo cor branca conteudo,0,0,0,0,0,0,0
papel adesivo mkt,0,0,0,0,0,1,0
papel adesivo mkt cor cor unica,0,0,0,0,0,1,0
papel adesivomkt,0,0,0,0,0,1,0
papel adesivomkt cor cor unica,0,0,0,0,0,1,0
papelao ondulado cor cor unica papelao tipo ondulado garamatura largura,0,0,0,0,0,0,0
papelao ondulado papelao tipo ondulado garamatura largura,0,0,0,0,0,0,0
papel sublime cor cor unica papel medida material prematura grama minimo compra metro rolo,0,0,0,0,0,0,0
papel sublime papel medida material prematura grama minimo compra metro rolo,0,0,0,0,0,0,0
papel sublime unica cor cor unica papel medida material prematura grama minimo compra metro rolo,0,0,0,0,0,0,0
papel carro,0,0,0,0,0,0,0
papel cartao cor cor unica papel cartao tamanho prematura,0,0,0,0,0,0,0
papel cartao papel cartao tamanho prematura,0,0,0,0,0,0,0
papel cartao azul cor cor unica,0,0,0,0,0,0,0
papel cartao pasta quase celulas manta fibras celulas tiras,0,0,0,0,0,0,0
papel cartao pasta quase celulas tiras rolos largura,0,0,0,0,0,1,0
papel chamequinho verde cor cor unica,0,0,0,0,0,0,0
papel renda branco dia cor cor unica,0,0,1,0,0,1,0
papel seda,0,0,0,0,0,0,0
papel seda branco,0,0,0,0,0,0,0
papel cartao obras pasta celulas papel cartao caixas saco,0,0,0,0,0,0,0
papel filicolor cor vermelho,0,0,0,0,0,0,0
papel kart eram cor cor unica,0,0,0,0,0,0,0
papel kart grama cor cor unica,0,0,0,0,0,0,0
papel kart cor marrom,0,0,0,0,0,1,0
papel kart cor cor unica papel material kart prematura formato apresentar bobina,0,0,0,0,0,0,0
papel kart cor cor unica papel material kart prematura formato apresentacao bobina,0,0,0,0,0,0,0
papel kart grama poder cor cor unica,0,0,0,0,0,0,0
papel kart puro pardo,0,0,0,0,0,0,0
papel kart puro pardo cor cor unica,0,0,0,0,0,0,0
papel monolucido,0,0,0,0,0,0,0
papel monolucido cor cor unica,0,0,0,0,0,0,0
papel namorado xre xcm cromos cor cor unica papel telefone furtar tipo namorado complemento xre dimensoes tamanho xcm quantidades pacote marca cromos,0,0,0,0,0,2,0
papel namorado xre xcm cromos papel telefone furtar tipo namorado complemento xre dimensoes tamanho xcm quantidades pacote marca cromos,0,0,0,0,0,2,0
papel pardo larga cor cor unica,0,0,0,0,0,1,0
papel embrulho kart bobina,0,0,0,0,0,0,0
papel embrulho kart bobina cor cor unica,0,0,0,0,0,0,0
papel perfurado largura grm cor cor unica,0,0,0,0,0,0,0
papel perfurado eram cor cor unica,0,0,0,0,0,0,0
papel perfurado pol kgp cor cor unica papel perfurado marca trato certo observar complementar furo triangular aplicar setor risco uso maquinas poster ncm grupo subgrupo,0,0,0,0,0,0,0
papel perfurado pol kgp papel perfurado marca trato certo observar complementar furo triangular aplicar setor risco uso maquinas poster ncm grupo subgrupo,0,0,0,0,0,0,0
papel perfurado,0,0,0,0,0,0,0
papel ref tapete cor cor unica,0,0,0,0,0,0,0
papel seda cor cor unica,0,0,0,0,0,1,0
papel sub cor cor unica papel sub bnflex sim metro,0,0,0,0,0,0,0
papel sub papel sub bnflex sim metro,0,0,0,0,0,0,0
papel sub cor cor unica papel sub,0,0,0,0,0,0,0
papel subligloss importa,0,0,0,0,0,0,0
papel subligloss importa cor cor unica,0,0,0,0,0,0,0
papel sul monolucido cor cor unica rolo metro,0,0,0,0,0,0,0
papel sub monolucido rolo metro,0,0,0,0,0,0,0
papel sub monolucido unica cor cor unica rolo metro,0,0,0,0,0,0,0
papel sub point cor cor unica rolo metro largura,0,0,0,0,0,0,0
papel sub point rolo metro largura,0,0,0,0,0,0,0
papel sub point unica cor cor unica rolo metro largura,0,0,0,0,0,0,0
papel sub point cor cor unica,0,0,0,0,0,0,0
papel sub sublime coldre cor cor unica rolo metro,0,0,0,0,0,0,0
papel termo cor cor unica,0,0,0,0,0,0,0
papel triple grace separar roupa cor cor unica,0,0,0,0,0,1,0
papel fique rolo cor cor unica descrito fique rolo lote minimo lote economico leal time dia ten preso fabricante havia,0,0,0,0,0,2,0
residuos papel qualidade cor cor unica,0,0,0,0,0,0,0
residuos papel qualidade cor sortuda,0,0,0,0,0,0,0
residuos papelao qualidade cor cor unica referencia anterior,0,0,0,0,0,0,0
residuos papelao qualidade cor sortuda,0,0,0,0,0,0,0
residuos papel misto cor sortuda,0,0,0,0,0,0,0
rolo papel carro,0,0,0,0,0,0,0
sacola papel,0,0,0,0,0,0,0
sacola papel kart vinho,0,0,0,0,0,0,0
sacola papel mania kid mpv cor cor unica sacola papel mania kid furo fita presente carro anseio pacote unidades material papel medidas xcm,0,0,0,0,0,1,0
sacola papel mil cor cor unica,0,0,0,0,0,1,0
sacola papel mil exportar cor cor unica sacola papel mil exportar,0,0,0,0,0,0,0
sacola papel mil exportar sacola papel exportar marca mil,0,0,0,0,0,0,0
sacola papel mil exportar sacola papel exportar marca mil tamanho,0,0,0,0,0,0,0
sacola papel nada medo cor cor unica sacola papel nada medo,0,0,0,0,0,0,0
sacola papel nada medo pacote unidades medidas composto material mono branco anseio fardos unidades etiquetas fornecidas base,0,0,0,0,0,1,0
sacola papel natal cor cor unica sacola papel natal,0,0,0,0,0,0,0
sacola papel natal sacola papel marca toda formato campanha natal,0,0,0,0,0,0,0
sacola papel amora cor cor unica,0,0,0,0,0,0,0
sacola papel base medo,0,0,0,0,0,0,0
sacola papel base medo cor cor unica sacola marca base medidas material papel monolucido branco alma amarela anseio pacote,0,0,0,0,0,1,0
sacola papel base medo cor cor unica sacola papel base medo unidade medida unir marca base medidas composto material mono branco ncm,0,0,0,0,0,0,0
sacola papel base medo unidade medida unir marca base medidas composto material mono branco ncm,0,0,0,0,0,0,0
sacola papel base medo pct und,0,0,0,0,0,0,0
sacola papel base medo pct und cor cor unica unidade medida unir marca base medidas xmmxmm,0,0,0,0,0,0,0
sacola papel base medo cor cor unica sacola papel base medo,0,0,0,0,0,0,0
sacola papel base medo pacote unidades medidas composto material mono branco,0,0,0,0,0,1,0
sacola papel base zoo,0,0,0,0,0,1,0
sacola papel base zoo cor cor unica sacola material papel kart branco prematura impressao cor alma torcida branca acabamentos nao medidas,0,0,0,0,0,2,0
sacola papel base zoo sacola material papel kart branco prematura impressao cor alma torcida branca acabamentos nao medidas,0,0,0,0,0,2,0
sacola papel mil medo,0,0,0,0,0,0,0
sacola papel mil medo cor cor unica sacola papel material offset cor cantores cor especial medida,0,0,0,0,0,1,0
sacola papel mil medo sacola papel material offset cor anyone cor especial alma torcida medida,0,0,0,0,0,1,0
sacola papel mil medo cor cor unica sacola marca mil medidas material papel monolucido branco alma branca anseio pacote,0,0,0,0,0,1,0
sacola papel mil medo cor cor unica sacola papel mil medo unidade medida unir marca mil medidas composto material mono branco ncm,0,0,0,0,0,0,0
sacola papel mil medo unidade medida unir marca mil medidas composto material mono branco ncm,0,0,0,0,0,0,0
sacola papel mil medo cor cor unica sacola papel mil medidas composto material mono branco anseio fardos unidades etiquetas fornecidas base,0,0,0,0,0,0,0
sacola papel mil medo complemento pacote unidades medidas composto material mono branco,0,0,0,0,0,1,0
sacola papel mil medo cor cor unica sacola papel mil medo,0,0,0,0,0,0,0
sacola papel mil poi,0,0,0,0,0,1,0
sacola papel mil poi cor cor unica sacola material papel kart branco prematura impressao cor alma torcida branca acabamentos nao medidas,0,0,0,0,0,2,0
sacola papel mil poi sacola material papel kart branco prematura impressao cor alma torcida branca acabamentos nao medidas,0,0,0,0,0,2,0
sacola papel mil cor cor unica sacola mil tamanho material papel,0,0,0,0,0,2,0
sacola papel mil sacola mil tamanho material papel,0,0,0,0,0,2,0
sacola papel nada medo,0,0,0,0,0,0,0
sacola papel nada medo cor cor unica sacola marca nada medidas material papel monolucido branco alma amarela anseio pacote,0,0,0,0,0,1,0
sacola papel natal exportar,0,0,0,0,0,0,0
sacola papel natal exportar,0,0,0,0,0,1,0
sacola papel natal exportacao cor cor unica sacola natal complemento exportar medidas material papel monolucido branco alma branca acabamento ala torcida branca cor prematura ncm anseio pacotes unir,0,0,0,0,0,2,0
sacola papel natal exportacao sacola natal complemento exportar medidas material papel monolucido branco alma branca acabamento ala torcida branca cor prematura ncm anseio pacotes unir,0,0,0,0,0,2,0
sacola papel natal exportacao cor cor unica sacola papel tamanho impresso,0,0,0,0,0,0,0
saco papel vamos brincar cor cor unica,0,0,0,0,0,0,0
saquinho papel kart cor cor unica,0,0,0,0,0,0,0
tabela medidas xcm papel cor cor unica,0,0,0,0,0,1,0
tabuleiro papel xmm,0,0,0,0,0,0,0
tubo papelao cor cor unica,0,0,0,0,0,1,0
urna papel exportacao cor cor unica urna material papel formato cor acabamento faca especial marca base complemento exportacao,0,0,0,0,0,2,0
urna papel exportar cor cor unica urna exportar aplicar barco loja campanha natal formato material papel cor acabamento faca especial marca base,0,0,0,0,0,2,0
urna papel exportar urna exportar aplicar barco loja campanha natal formato material papel cor acabamento faca especial marca base,0,0,0,0,0,2,0
urna papel exp dolce avida,0,0,0,0,0,1,0
urna papelao exp dolce avida cor cor unica urna material papelao formato cor acabamento faca especial marca base complemento exportacao campanha dolce novidade,0,0,0,0,0,2,0
caixa ecommerce papel,0,0,0,0,0,1,0
caixa arquivo papel pardo,0,0,0,0,0,0,0
copo papel branco,0,0,0,0,0,0,0
papel kart borrar papel,0,0,0,0,0,0,0
papel kart poder microperfurado,0,0,0,0,0,0,0
papel kart poder corte perfurado,0,0,0,0,0,0,0
papel poder modelagem gama kplopc tipo tape,0,0,0,0,0,0,0
papel poder modelagem ref pardo kart,0,0,0,0,0,0,0
papel poster sublimacao condenhove branco,0,0,0,0,0,0,0
fita adesiva papel crepe branca multa tape,0,0,0,0,0,0,0
fita adesiva papel crepe tratar cor marrom,0,0,0,0,0,0,0
papel perfurado kart,0,0,0,0,0,0,0
papel poder pardo,0,0,0,0,0,0,0
alma tam xcm impressao papel duplex corte especial,0,0,0,0,0,1,0
alma tam xcm impressao papel duplex corte este,0,0,0,0,0,1,0
bobina papel calculadora mmm datapel careca,0,0,0,0,0,0,0
bobina papel cartao ponto,0,0,0,0,0,0,0
bobina papel cartao ponto rolos,0,0,0,0,0,0,0
bobina papel termino metro colin rep caixa,0,0,0,0,0,0,0
bobina papel fax fax point max point,0,0,0,0,0,0,0
caixa papelao medida interna,0,0,0,0,0,0,0
caixa papelao medida interna amm,0,0,0,0,0,0,0
capa dvd papel visor plastico,0,0,0,0,0,0,0
colarinho tam xcm impressao papel duplex destinado,0,0,0,0,0,1,0
dispa papel lez lez sortido,0,0,0,0,0,0,0
filtro papel lts aspirador nakashi,0,0,0,0,0,0,0
fita adesiva papel crepe cor marrom,0,0,0,0,0,0,0
fita adesiva papel crepe branca,0,0,0,0,0,0,0
fita tomada papel tratar,0,0,0,0,0,0,0
fita metrica textil papel rolo,0,0,0,0,0,0,0
forma papel,0,0,0,0,0,0,0
kit com sacolas papel lez diversos,0,0,0,0,0,0,0
papel auto adesivo cor branco brilho recorte,0,0,0,0,0,0,0
papel foto brilhante,0,0,0,0,0,0,0
papel junta,0,0,0,0,0,0,0
papel poster kart puro tapete,0,0,0,0,0,0,0
papel seda colorido,0,0,0,0,0,0,0
papel seda grupo lunelli,0,0,0,0,0,0,0
papel sublimatico point,0,0,0,0,0,0,0
rolo papel esterilizacao cmxmt,0,0,0,0,0,1,0
sacola papel alakazoo,0,0,0,0,0,0,0
sacola papel fico,0,0,0,0,0,0,0
sacola papel base,0,0,0,0,0,0,0
sacolas papel alakazoo sortido,0,0,0,0,0,0,0
arquivo morto papelao altura larga com,0,0,0,0,0,3,0
bobina papel relogio ponto,0,0,0,0,0,0,0
cantoneira papel xxx,0,0,0,0,0,0,0
papel gloss fotografico brilho,0,0,0,0,0,0,0
papel kart pardo bobinas grs,0,0,0,0,0,1,0
papel seda folha,0,0,0,0,0,0,0
arquivo morto papel objetivos,0,0,0,0,0,0,0
bobina papel kart parou prematura,0,0,0,0,0,0,0
arquivo morto papelao fama,0,0,0,0,0,0,0
bobina kart papel pardo,0,0,0,0,0,1,0
bobina papel cartao ponto mmm,0,0,0,0,0,0,0
caixa papelao mod,0,0,0,0,0,0,0
caixa papelao embalagem,0,0,0,0,0,0,0
caixa papelao embalagem mod,0,0,0,0,0,0,0
caixa papelao medium,0,0,0,0,0,0,0
caixa papelao onda dupla tabuleiro,0,0,0,0,0,0,0
caixa papelao onda dupla tabuleiros,0,0,0,0,0,0,0
caixa papelao ondulado,0,0,0,0,0,0,0
caixa papelao base estatica acessorios logomarca,0,0,0,0,0,0,0
caixa papelao estatica acessorio,0,0,0,0,0,0,0
caixa papelao painel eletrico logomarca,0,0,0,0,0,0,0
caixa papelao painel eletrico acessorios,0,0,0,0,0,0,0
papel modelo normal papel duplo,0,0,0,0,0,0,0
filtro papel unidades melissa,0,0,0,0,0,0,0
fita papel kart marrom,0,0,0,0,0,0,0
saco papel efc,0,0,0,0,0,0,0
saco papel come,0,0,0,0,0,0,0
saco papel animais email,0,0,0,0,0,0,0
caixa papelao ondulado peso bruto maximo saco plastico lacre plastico fita vermiculita etiqueta risco garantia anseio atestado produto aeronautica aprovado apaga certificado conformidade instrucao montagem stripper declaration,0,0,0,0,0,0,0
caixa papel brinde,0,0,0,0,0,0,0
caixa papelao rival,0,0,0,0,0,0,0
caixa papelao envio amostra,0,0,0,0,0,0,0
caixas papelao ondulado amostras,0,0,0,0,0,0,0
chapa papel colmeia,0,0,0,0,0,0,0
chapa papel colmeia papelao colmeia,0,0,0,0,0,0,0
copo descartavel papel,0,0,0,0,0,0,0
papelao azeite,0,0,0,0,0,0,0
expositor papel bateria moto,0,0,0,0,0,0,0
expositor papel grande mbr baterias moto,0,0,0,0,0,0,0
fita crepe fita papel kart,0,0,0,0,0,0,0
papel canso,0,0,0,0,0,0,0
papel empate,0,0,0,0,0,0,0
papel empate especial glatfelter dynagrid,0,0,0,0,0,0,0
papel empate especial papel empate,0,0,0,0,0,0,0
papel empate fibra sintetica papel teste tudo,0,0,0,0,0,0,0
papel empastamento especial,0,0,0,0,0,0,0
papel pardo kart,0,0,0,0,0,1,0
papel empastamento placa neg,0,0,0,0,0,0,0
papel empastamento placa neg nor novaplate,0,0,0,0,0,0,0
papel emp placa neg esp novaplate,0,0,0,0,0,0,0
papel emp placa neg nor novaplate,0,0,0,0,0,0,0
