cliente,descricao,ncm,ite_unidade,cat1,cat2,cat3,Nova cat 1,Nova cat 2,Nova cat 3,,
base5,"FOLDER TAMANHO 21 X 29,7 ABERTO, E 21 X 9,9 FECHADO, PAPEL COUCHÊ 150G, COR 4X4, ACABAMENTO: DUAS DOBRAS, EMBALADO, FRETE FLORIPA",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,IDENTIFICADOR DE MESA PAPELÃO 24 X 40CM ABERTO; COR 4X0; PAPEL TRIPLEX 300GR ACABAMENTO CORTE VINCO DOBRA E COLA,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA COBRE 22MM CORRER,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS DE MANUTENÇÃO DIVERSOS,Não Classificado,Não Classificado,Não Classificado,,
base5,FRAGMENTADORA DE PAPEL,,UN,MATERIAIS,EXPEDIENTE,ACESSORIOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA PARA ELETRODUTO 3/4 BRANCA,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LIXEIRA BASCULANTE 50L PAPEL AZUL,,UN,MATERIAIS,LIMPEZA,EQUIPAMENTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,BOTA PVC CURTA,,UN,MATERIAIS,DESPESAS COM FUNCIONARIOS,UNIFORME EM GERAL,Não Classificado,Não Classificado,Não Classificado,,
base5,CRACHA PAPEL TRIPLEX 300G; COR 4X0; 10X15CM; COM CORDÃO FINO ENCERADO ACABEMENTO CORTE RETO; FUROS PARA CORDÃO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CERTIFICADO EXAME DE ORDEM; COR 4X0; TAMANHO A4; PAPEL OFFSET 180GR ACABAMENTO CORTE RETO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,"PLACA DE RESERVADO, PAPEL TRIPLEX 330GR",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,ENVELOPE MÉDIO; COR 1X0; TAMANHO 200X280MM; PAPEL KRAFT OURO 80GR ENVELOPE PRONTO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,"LIVRETO: CAPA 04 PAG 20X13,5CM FECHADO; 10X13,5CM ABERTO; COR 4X0; PAPEL COUCHÊ 230G; MIOLO 80PAG; 20X13,5CM ABERTO; 10X13,5CM FECHADO;",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA MÃO LATEX FORRADA,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS DE MANUTENÇÃO DIVERSOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL HIGIENICO ROLAO 200MT FOLHA SIMPLES CX COM 08 ROLOS DE 200MT CADA,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA MÃO PU,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS DE MANUTENÇÃO DIVERSOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CAPA DE DIPLOMA; PAPEL COLOR PLUS PORTO SEGURO TELADO 240GR COM HOT STAMPING PRATA 24X33FECHADO; 48X33 ABERTO; 02 PRESILHAS,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA DE EMENDA LM 95MM,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA DE EMENDA LM 50MM,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA DE EMENDA LM 25MM,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CAPA SECRETARIA ROSA; COR 1X0; TAMANHO 504X356 ABERTA; PAPEL CARTOLINA AZUL 240GR ACABAMENTO VINCO (3); LAMINAÇÃO BOPP FOSCA 1X1,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CINTO SUPORTE ROÇADEIRA STHILL,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base5,ENVELOPE EXTRA GRANDE; COR 1X0; TAMANHO 410X310; PAPEL KRAFT NATURAL 80GR ENVELOPE PRONTO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,FICHA AMARELA; COR 1X1; TAMANHO 220X160MM; PAPEL CARTOLINA AMARELA 180GR,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CINTO SUPORTE ROÇADEIRA NAKASHI,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base5,PASTA DE EVENTOS; COR 4X0; 310X450MM ABERTA; COM BOLSO 4X0; PAPEL DUO DESING 250GR ACABAMENTO CORTE; DOBRAR;,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL TIMBRADO TAMANHO A4; COR 4X0; RESMAS DE 500 FOLHAS,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,BLOCO DE RASCUNHO 15X1; COR 4X0; PAPEL OFFSET 75GR; TAMANHO A5; ACABAMENTO COLA,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,BLOCO DE RASCUNHO 30X1; COR 4X0; TAMANHO A5;PAPEL OFFSET 75GR ACABAMENTO COLA,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,BOTA PVC MEDIA,,UN,MATERIAIS,DESPESAS COM FUNCIONARIOS,UNIFORME EM GERAL,Não Classificado,Não Classificado,Não Classificado,,
base5,CAPA DE CD DVD PAPELÃO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PORTA PAPEL TOALHA INTERFOLHAS INOX,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,CAPA TED ROSA; COR 1X0; TAMANHO 504X356 ABERTA; PAPEL CARTOLINA ROSA 240GR; ACABAMENTO VINCO (3); LAMINAÇÃO BOPP FOSCA 1X1,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,FOLDER TAMANHO A4 ABERTO E A5 FECHADO COR 4X4 PAPEL COUCHE FOSCO 150G 1 DOBRA,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PORTA PAPEL HIGIENICO CAI CAI INOX,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,FLYER TAMANHO 10X15 COR 4X4 PAPEL COUCHE FOSCO 150G,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,BOTA PVC CANO LONGO COM FORRO MARCA STIVALETTO MAX,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base5,CERTIFICADO ESA; COR 4X4; TAMANHO A4; PAPEL OFFSET 180GR ACABAMENTO CORTE RETO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CARTAZ TAMANHO A3 COR 4X0 PAPEL COUCHE FOSCO 150G,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,BOTA DE PVC CANO MEDIO COM FORRO STIVALETTO MAX,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base5,CANETA DUBLIN PRATA PERSONALIZADA,,UN,MATERIAIS,BRINDES EM GERAL,BRINDES PERSONALIZADOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CERTIFICADO COMISSÕES; COR 4X4; TAMANHO A4; PAPEL OFFSET 180GR ACABAMENTO CORTE RETO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,ENVELOPE OFICIO BRANCO; COR 1X0; TAMANHO 114X229MM; PAPEL OFFSET 75GR ENVELOPE PRONTO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,"TICKET ALMOÇO COR 4X0 TAMANHO 9,1 X 5,5CM COLADO PAPEL OFFSET 170G CADA BLOCO 50FOLHAS",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LIXEIRA COM POSTE PEDESTAL FERRAGEM 50LT COM TAMPA PARA PAPEL,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA DESCARTAVEL CAIXA COM 100 UNIDADES,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL HIGIENICO CAI CAI CAIXA COM 10.000 UNIDADE,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA LATEX SANRO,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL HIGIENCO ROLAO EXTRA LUXO FOLHA DUPLA CAIXA COM 08 ROLOS DE 200MT CADA,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVAS VAQUETA CANO CURTO COM REFORÇO,,UN,MATERIAIS,DESPESAS COM FUNCIONARIOS,DESPESAS COM FUNCIONARIOS,Não Classificado,Não Classificado,Não Classificado,,
base5,IDENTIFICADORES DE MESA PAPELÃO,,UN,MATERIAIS,IMPRESSOS EM GERAL,IMPRESSOS EM GERAL,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL HIGIENICO FOLHA DUPLA PACOTE COM 04 ROLOS DE 30MT CADA,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL TIMBRADO RESMA,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PASTA DE EVENTOS DE PAPELÃO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL TOALHA BOBINA EXTRA LUXO 36G CAIXA COM 06 ROLOS DE 200MT CADA,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL TOALHA INTERFOLHAS 20X21 EXTRA LUXO CAIXA COM 2.000 UND CADA,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL A5 RESMA,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CANETA PERSONALIZADA COM LOGO OAB/SC,,UN,MATERIAIS,BRINDES EM GERAL,BRINDES PERSONALIZADOS,Não Classificado,Não Classificado,Não Classificado,,
base5,DISPENSER DE PAPEL TOALHA INTERFOLHAS,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL FILME PARA ALIMENTOS,,UN,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base5,FILTRO DE PAPEL PARA CAFETEIRA 103,,UN,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base5,DESUMIDIFICADOR DE PAPEL,,UN,MATERIAIS,MATERIAL ELETRONICO,MATERIAL ELETRONICO,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA PRESSAO TIGRE FLEX 25MM,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LUVA PRESSAO TIGRE FLEX 32MM,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,DISPENSER PAPEL HIGIENICO ROLAO COM CHAVE,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,JARDINEIRA P SANEAMENTO COM BOTAS ACLOPADAS,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base5,DISPENSER DE PAPEL TOALHA ROLÃO,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,CADERNO DE VOTAÇÃO. PAPEL OFFSET 75G; TAMANHO A4; COR 1X0;,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL HIGIENICO; ROLO COM 500MT,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL TOALHA INTERFOLHAS PCT COM 1000 FOLHAS,,UN,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base5,ADESIVO DE PAPEL,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,LENÇO DE PAPEL,,UN,MATERIAIS,AMBULATORI0,MEDICAMENTOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL CARTÃO; COR 4X0; PAPEL TRIPLEX 350GR; 20CM X 11XM,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,"CARTÃO DE VISITAS PAPEL TRIPLEX 350G, COR 4X0, TAMANHO 9X5CM",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,FOLDER TAMANHO A3 ABERTO E A4 FECHADO COR 4X4 PAPEL COUCHE FOSCO 150G 1 DOBRA,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CARTAZ TAMANHO A2 COR 4X0 PAPEL COUCHE FOSCO 150G,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,SACOLA EM PAPEL,,UN,MATERIAIS,BRINDES EM GERAL,BRINDES PERSONALIZADOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CANETA METALICA,,UN,MATERIAIS,BRINDES EM GERAL,BRINDES PERSONALIZADOS,Não Classificado,Não Classificado,Não Classificado,,
base5,CINTO CARPINTEIRO,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS EM GERAL,Não Classificado,Não Classificado,Não Classificado,,
base5,"FOLDER TAMANHO 21 X 29,7, PAPEL COUCHÊ 150G, COR 4X4,",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,"FOLDER TAMANHO A5, PAPEL COUCHÊ 150G, COR 4X4,",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base5,PAPEL PARA PRESENTE,,UN,MATERIAIS,FESTAS E HOMENAGENS,PRODUTOS DE FESTAS,Não Classificado,Não Classificado,Não Classificado,,
base6,PAPEL EMPASTE 112 MM,48054090,KG,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA INOX 316 ROSCA INTERNA 3/4 (FAR 3),73072200,UN,MATERIAIS GALVANIZADOS MECANICA,MATERIAIS GALVANIZADOS MECANICA,MATERIAIS GALVANIZADOS MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,"CAIXA DE PAPELAO ORGANIZADORA ESTOQUE A=15cm C=27,5cm L=20cm",,UN,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA PVC SOLD. 50 mm,39174090,UN,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,Não Classificado,Não Classificado,Não Classificado,,
base6,"CAIXA DE PAPELAO ORGANIZADORA ESTOQUE A=15cm C=27,5cm L=13cm",,UN,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA SOLD. 50 X 1 1/2 MISTA,39174090,PC,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,Não Classificado,Não Classificado,Não Classificado,,
base6,REVESTIMENTO P/ BOTAO ALPHA 621 (A/B/C1/C2/D/E1/E2)EZB 612,40161010,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA NITRILICA VERDE TAM P (7),40151900,PR,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,Não Classificado,Não Classificado,Não Classificado,,
base6,PAPEL EMPASTE ESPECIAL 65 MM - UPS PAPEL EMPASTE ESPECIAL 65 MM UPS FS280,48054090,KG,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO 1 VELOCIDADE LINHA ALPHA 500/600/EZB,85299090,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO DE EMERGENCIA LINHA ALPHA 600-S,85299090,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,CONTATO NO SIEMENS PARA BOTAO COMANDO 3SB3,,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO PULSO VERDE 30MM KP3G22 (COMPONENTES NOVO),85389090,UN,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base6,CANETA PARA TABLET,85176262,UN,MATERIAL DE INFORMATICA,MATERIAL DE INFORMATICA,MATERIAL DE INFORMATICA,Não Classificado,Não Classificado,Não Classificado,,
base6,CONTATO NC SIEMENS PARA BOTAO COMANDO 3SB3,85389090,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,"LUVA COMPRESSAO 70,0MM",85359000,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,PAPEL EMPASTE 118 MM,48054090,KG,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,Não Classificado,Não Classificado,Não Classificado,,
base6,"LUVA INOX 304/316 BSP 2""",73064000,UN,MATERIAIS GALVANIZADOS MECANICA,MATERIAIS GALVANIZADOS MECANICA,MATERIAIS GALVANIZADOS MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,CONJUNTO DE ROLOS PERFURADORES DE PAPEL (EMP 5) sendo dois com pontas de aco inox e doiscom encaixe material dos rolos poliacetal,39169090,UN,PECAS ESPECIFICAS P/MAQUINAS MAN. MECANICA,PECAS ESPECIFICAS P/MAQUINAS MAN. MECANICA,PECAS ESPECIFICAS P/MAQUINAS MAN. MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO ON/OFF LINHA ALPHA 500/600/EZB,85299090,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,"CANETA (ANTES DO BICO)(BICO DE MACARICO RECORD N° 03 (200) ""CHUVERINHO"")",82071900,UN,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO YALLE PN 8545768 (VC500-850),85365090,UN,PECAS ESPECIFICAS P/ MAQUINAS MAN. ELETRICA,PECAS ESPECIFICAS P/ MAQUINAS MAN. ELETRICA,PECAS ESPECIFICAS P/ MAQUINAS MAN. ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA P/ MACARICO (PORCA DA EXTENSÃO MAÇ.200),82071900,UN,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,ACESSORIOS MANUTENCAO MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA PVC BRANCO 1,39174090,UN,PVC RIGIDO COM ROSCA,PVC RIGIDO COM ROSCA,PVC RIGIDO COM ROSCA,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA PPR AZUL 110MM,39174090,UN,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA PVC SOLD. 32 mm,39174090,UN,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,PVC SOLDAVEL E ESGOTO,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO PULSO LENTE TRANSLUCIDA CBL2/13+CLP110 SCHMEASAL (PLEs),85389090,UN,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,ACESSORIOS MANUTENCAO ELETRICA,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO DE IMPULSO FRONTAL SINALIZACAO LED MOD.3SB3001-0AA61 BRANCO,85362000,PC,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA DE SEGURANCA ANTI CORTE RESISTENTE OLEO E TEMPERATURA TAMANHO 9,,UN,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO FUNSAO STILL (PLEs),,UN,PECAS ESPECIFICAS P/MAQUINAS MAN. MECANICA,PECAS ESPECIFICAS P/MAQUINAS MAN. MECANICA,PECAS ESPECIFICAS P/MAQUINAS MAN. MECANICA,Não Classificado,Não Classificado,Não Classificado,,
base6,"CANETA P/ RETRO PROJETOR GRIP 10R 0,7 PILOT",96081000,UN,MATERIAL DE EXPEDIENTE E GRAFICO,MATERIAL DE EXPEDIENTE E GRAFICO,MATERIAL DE EXPEDIENTE E GRAFICO,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA NITRILICA VERDE TAM. M (8),40151900,PR,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA DE SEGURANCA ANTI CORTE RESISTENTE OLEO E TEMPERATURA TAMANHO 8,,UN,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA NITRILICA VERDE TAM. G (9),40151900,PR,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,Não Classificado,Não Classificado,Não Classificado,,
base6,LUVA NITRILICA VERDE TAM. GG (10),40151900,PR,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,MATERIAL DE SEGURANCA/EPIS,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO EMERGENCIA C/ TRAVA 30MM KE3T40R22 (COMPONENTES NOVO),85389090,UN,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base6,PAPEL EMPASTE 313/ECOnL 98 MM PAPEL EMPASTE 98 MM 313/ECOnL GLATFELTER DYNAGRIDSEMELHANTE AO PAPEL NOVA PLATE FS125 NORMAL,48025491,KG,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,Não Classificado,Não Classificado,Não Classificado,,
base6,PAPEL EMPASTE ESPECIAL BL25A 106 MM PAPEL EMPASTE 106 MM OWENS CORNING,70197100,KG,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,PRODUTOS PARA EMPASTE / MOINHO,Não Classificado,Não Classificado,Não Classificado,,
base6,BOTAO PULSO SINALEIRO 30MM VERDE KLP3G2422L (COMPONENTES NOVO),85389090,UN,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,ACIONAMENTOS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
