descricao,Categoria
MP|Papel Base|1850|Sibéria|70gr/m2|,Embalagem
MP|Papel Base|1850|Tauari|65gr/m2|,Embalagem
MP|Papel Base|1850|Tecido|68gr/m2|. MP|Papel Base|1850|Tecido|68gr/m2|,Embalagem
MP|Papel Base|1850|Teka Bianco|77gr/m2|,Embalagem
MP|Papel Base|1850|Tela|75gr/m2| MP|Papel Base|1850|Tela|80gr/m2|,Embalagem
MP|Papel Base|1850|Terracota|65gr/m2|,Embalagem
MP|Papel Base|1850|Tijolo|70gr/m2|,Embalagem
MP|Papel Base|1850|Vesuvio|65gr/m2|,Embalagem
MP|Papel Base|1850|Wengue Natural|70gr/m2|,Embalagem
MP|Papel Base|1860|Mageo Carvalho|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 213820 - Mageo Carvalho,Embalagem
MP|Papel Base|1860|Mageo Imbuia|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212015 - Mageo Imbuia,Embalagem
MP|Papel Base|1860|Pau Ferro|68gr/m2| MP|Papel Base|1850|Pau Ferro|68gr/m2|,Embalagem
MP|Papel Base|1860|Tricotê|70gr/m2|. MP|Papel Base|1860|Tricotê|70gr/m2|,Embalagem
MP|Papel Base|1870|Cinza Perfeito|65gr/m2| - MP|Papel Base|1870|Fond 22-1118537-00|65gr/m2| - Nome/Código Fornecedor: Fond 22|1118537|00 - Cinza,Embalagem
MP|Papel Impregnado|2455x1235|Branco Plus|75-80gr/m2|,Embalagem
MP|Papel Impregnado|2464x1550|Branco - OBH|75-80gr/m2|,Embalagem
MP|Papel Impregnado|2750x1335|Gold|305gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Antiqua|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Antuerpia|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Areia|72-74gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Arezzo|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Argila|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Atacama|70gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Aura|80gr/m2| - MP|Papel Impregnado|2750x1850|Unimetalic A221118571|80gr/m2| - Nome/Código Fornecedor: Uni Metalic A22|1118571|00 - Metalico Dourado,Embalagem
MP|Papel Impregnado|2750x1850|Avela|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Azul Ardosia|70gr/m2| - MP|Papel Impregnado|2750x1850|Unique Colors L214163|70gr/m2| - Nome/Código Fornecedor: Unique Colors 6000 - L214163 - Azul,Embalagem
MP|Papel Impregnado|2750x1850|Barcelona|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Bege Light|70gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Bege Light|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Bianco|77gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Bilbao|68gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Branco Plus|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Bronze|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Canovas|70gr/m2|Inspeção,Embalagem
MP|Papel Impregnado|2750x1850|Carvalho Barcelona|70gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Carvalho Madri|70gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Caucareo|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Champagne|70gr/m2|Inspeção,Embalagem
MP|Papel Impregnado|2750x1850|Cinza Perfeito|65gr/m2| - MP|Papel Impregnado|2750x1850|Fond 22-1118537-00|65gr/m2| - Nome/Código Fornecedor: Fond 22|1118537|00 - Cinza,Embalagem
MP|Papel Impregnado|2750x1850|Cioccolato|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Cipres Baikal|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Cobre|100gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Cobre|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Curupixa|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Curupixa Ripado|65gr/m2| - MP|Papel Impregnado|2750x1850|Curupixá A22D800140800|65gr/m2| - Nome/Código Fornecedor: Curupixá Slot A22D8001408|00 - Ripado Curupixa,Embalagem
MP|Papel Impregnado|2750x1850|Diamante|70gr/m2|Inspeção,Embalagem
MP|Papel Impregnado|2750x1850|Erva Mate|70gr/m2| - MP|Papel Impregnado|2750x1850|Fond 1872841|70gr/m2| - Nome/Código Fornecedor: Fond 1872841 - Verde,Embalagem
MP|Papel Impregnado|2750x1850|Fendi|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Floresta|80gr/m2| .,Embalagem
MP|Papel Impregnado|2750x1850|Fog|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Freijo Ripado|69gr/m2| - Nome/Código Fornecedor: Taula T91-71195-017B - Freijó Ripado,Embalagem
MP|Papel Impregnado|2750x1850|Gali|70gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-039A|70gr/m2| - Nome/Código Fornecedor: Trace T91-71029-039A - Cometa,Embalagem
MP|Papel Impregnado|2750x1850|Gris|70gr/m2|Inspeção,Embalagem
MP|Papel Impregnado|2750x1850|Ipe|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Jaspe|75gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-038B|75gr/m2| - Nome/Código Fornecedor: Trace T91-71029-038B - Metalico Cobre,Embalagem
MP|Papel Impregnado|2750x1850|Jeans Blick|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Jeans Blick|75gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Linho|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Madri|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Mageo Carvalho|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 213820 - Mageo Carvalho,Embalagem
MP|Papel Impregnado|2750x1850|Mageo Imbuia|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212015 - Mageo Imbuia,Embalagem
MP|Papel Impregnado|2750x1850|Mageo Mel|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212014 - Mageo Mel,Embalagem
MP|Papel Impregnado|2750x1850|Malbec|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Mangue|75gr/m2| - MP|Papel Impregnado|2750x1850|Unicolor T91-8300-576C|75gr/m2| - Nome/Código Fornecedor: UNICOLOR T91-8300-576C - Cor Escura,Embalagem
MP|Papel Impregnado|2750x1850|Maple Arezzo|70gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Maxi Branco|105gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Milano|65gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Nassau|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Natural|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Neblina|200gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|New Cherry|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Noite|200gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Nua|75gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-037C|75gr/m2| - Nome/Código Fornecedor: Trace T91-71029-037C - Metalico Claro,Embalagem
MP|Papel Impregnado|2750x1850|Ouro|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Papyrus|70gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Pecan Africa|70gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Pecan Africa|70gr/m2|Inspeção,Embalagem
MP|Papel Impregnado|2750x1850|Pixel|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Platina|80gr/m2| - MP|Papel Impregnado|2750x1850|Unimetal 0851-2359|80gr/m2| - Nome/Código Fornecedor: UNIMETAL 0851-2359 - Metalico Prateado,Embalagem
MP|Papel Impregnado|2750x1850|Preto|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|São Paulo|80gr/m2| .,Embalagem
MP|Papel Impregnado|2750x1850|Saw Cut|65gr/m2|IInpeção,Embalagem
MP|Papel Impregnado|2750x1850|Sevilha|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Tauari|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Tauari Ripado|65gr/m2| - MP|Papel Impregnado|2750x1850|Tauari A22D800141000|65gr/m2| - Nome/Código Fornecedor: Tauari Slot A22D8001410|00 - Ripado Tauari,Embalagem
MP|Papel Impregnado|2750x1850|Tear|65gr/m2| - MP|Papel Impregnado|2750x1850|Textile A22D8001395-00|65gr/m2| - Nome/Código Fornecedor: Textile A22D8001395|00 - Tear,Embalagem
MP|Papel Impregnado|2750x1850|Tecno|65gr/m2| - MP|Papel Impregnado|2750x1850|Chino A22-1118184-00|65gr/m2| - Nome/Código Fornecedor: Chino A22|1118184|00 - Metalico Chino,Embalagem
MP|Papel Impregnado|2750x1850|Terracota|65gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Terrino|80gr/m2| - MP|Papel Impregnado|2750x1850|793 Grey|80gr/m2| - Nome/Código Fornecedor: 793 Grey - Gianduia,Embalagem
MP|Papel Impregnado|2750x1850|Tricotê|70gr/m2|,Embalagem
MP|Papel Impregnado|2750x1850|Turim|70gr/m2|Inspeção|,Embalagem
MP|Papel Impregnado|2750x1850|Vesuvio|65gr/m2|,Embalagem
MP|Papel Impregnado|2755x1630|Grafite|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1630|Neblina|200gr/m2|,Embalagem
MP|Papel Impregnado|2755x1630|Noite|200gr/m2|,Embalagem
MP|Papel Impregnado|2755x1630|Origami|305gr/m2|,Embalagem
MP|Papel Impregnado|2755x1630|Preto|80gr/m2|,Embalagem
MP|Papel Impregnado|2755x1630|Underlay|65gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Alecrim|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Amana|68gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Araucaria|68gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Capuccino|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Cinza Urban|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Cosmos|65gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Grafite|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Niquel|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Quartzo|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Rosa Milkshake|77gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Tecido|68gr/m2|,Embalagem
MP|Papel Impregnado|2755x1855|Tijolo|70gr/m2|,Embalagem
MP|Papel Impregnado|2755x1860|Marula|70gr/m2| - MP|Papel Impregnado|2755x1860|Fond 14-90002-133|70gr/m2| - Nome/Código Fornecedor: Fond 14-90002-133 - Fendi Matt,Embalagem
MP|Papel Impregnado|2760x1860|Branco Nanox|75-80gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Branco Plus|75-80gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Carvalho Natural|65gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Cinza Argila|70gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Cinza Caucareo|70gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Fendi|70gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Fontana|70gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Fulgê|75gr/m2| MP|Papel Impregnado|2760x1860|Fulgê|80gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Iceland|80gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Imbuia|65gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Marmo|65gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Milano|77gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Nero|80gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Pau Ferro|68gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Preto|80gr/m2|,Embalagem
MP|Papel Impregnado|2760x1860|Tela|75gr/m2| MP|Papel Impregnado|2760x1860|Tela|80gr/m2|,Embalagem
MP|Papel Impregnado|2765x1865|Caribe|70gr/m2|,Embalagem
MP|Papel Impregnado|2765x1865|Freijo|72gr/m2| MP|Papel Impregnado|2765x1865|Freijó|72gr/m2|,Embalagem
MP|Papel Impregnado|2765x1865|Petra|80gr/m2|,Embalagem
MP|Papel Impregnado|2765x1865|Petra Amostra|80gr/m2| .,Embalagem
MP|Papel Impregnado|2765x1865|Savana|70gr/m2|,Embalagem
'OBSOLETO KIT''S CAPA PAPELÃO TIMBRADO Nº CI: - PRODUTO/SERVIÇO: KIT''S CAPA PAPELÃO TIMBRADO - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: - DESCRIÇÃO COMPLEMENTAR:',Embalagem
Papel A3 Sulfite 75G Resma c/ 500 unidades (Papel A3 Fino) Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Embalagem
PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA 118 x 186 MT PRODUTO/SERVIÇO: PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA - DIMENSÕES: 118 x 186 MT = 21948M² - UTILIZAÇÃO PADRÃO: PRATO PRENSA BP1-2-3 - DESCRIÇÃO COMPLEMENTAR: ESTOQUE,Embalagem
PAPEL PARDO 60CM X 10 MTS. PRODUTO/SERVIÇO: PAPEL PARDO 60CM X 10MTS. - UTILIZAÇÃO PADRÃO: LABORATORIO - STATUS DO CADASTRO: APLICAÇÃO DIRETA,Embalagem
Amostra de saco de papel,Embalagem
Amostra de saco de papel de 25 Kg,Embalagem
Amostra de saco de papel de 25 Kg TIONA,Embalagem
Amostra de saco de papel de 5 Kg,Embalagem
Amostra de saco papel 25 kg p/ enxofre,Embalagem
Amostra de saco papel de 10 Kg p/ cobre,Embalagem
Amostra de saco papel de 25 kg p/ cobre,Embalagem
Amostra de sacos de papel 25Kg,Embalagem
Amostra de sacos de papel para 227kg,Embalagem
Amostra de sacos de papel para 25kg,Embalagem
Amostra de Sacos de papel para 25 kg,Embalagem
Amostra de Sacos de papel para 40 kg,Embalagem
Amostra sacos papel p/ Sulfato de Sodio,Embalagem
Caixa de papelao 160x110x110,Embalagem
Caixa de Papelão 22x36x13 A113.1,Embalagem
Caixa de Papelão 285x425x235 B216.2,Embalagem
Caixa de papelao 310X220X220,Embalagem
CAIXA DE PAPELAO 500X500X500 MM,Embalagem
Caixa de papelao 700X720X615,Embalagem
Caixa de papelao 710x710x510,Embalagem
Caixa de papelao 870X500X510,Embalagem
Caixa De Papelao c/ Logotipo,Embalagem
Caixa De Papelao C/ Logotipo,Embalagem
Caixa De Papelao C/Logotipo 300x200x200,Embalagem
Caixa De Papelao C/ Logotipo 450x250x250,Embalagem
CAIXA De PAPELAO C/LOGOTIPO 800x600x500,Embalagem
Caixa De Papelao C/ Logotipo HBL,Embalagem
Caixa de papelao duplo 1250X1000X800,Embalagem
Caixa de papelao pardo 50x50x30cm,Embalagem
Caixa De Papelao S/Logotipo 244x244x122,Embalagem
Envelope-Bolha 17x18 - Papel Kraft,Embalagem
Envelope-Bolha 42x33 - Papel Kraft,Embalagem
Fita de empacotamento papel gomada,Embalagem
Fita De Papel Crepada Ref..2563 3M,Embalagem
Folha de papelao hidraulico 04mm,Embalagem
Folha de papelao hidraulico NA1002,Embalagem
Papelao Hidraulico 04 mm - Verde,Embalagem
Papelao hidraulico 08mm,Embalagem
Papelao Hidraulico 08 mm - Verde,Embalagem
Papelão Hidraulico 16 mm,Embalagem
Papelao Hidraulico - 482 x 215 x 0.8 mm,Embalagem
Papelao hidraulico esp. 3mm,Embalagem
Papel Xerografico Oficio 2 - 216x330mm,Embalagem
Saco de papel,Embalagem
Saco de papel boca aberta de 20 kg,Embalagem
Saco de papel boca aberta de 25 kg,Embalagem
Saco de papel valvulado 25Kg P/ gelatina,Embalagem
Sacos de papel para 15kg,Embalagem
Sacos de papel para 20kg,Embalagem
Sacos de papel para 235kg,Embalagem
CAIXA PAPEL 260x320 KIDS MICKEY CALCINHA SKYGRAF,Embalagem
CAIXA PAPEL 325X355 base_12 KIDS COLORIR SKYGRAF,Embalagem
CAIXA PAPEL 343x399 KIDS MICKEY CUECA SKYGRAF,Embalagem
CAIXA PAPEL 352X414 DZARM VERMELHO/AZUL. SKYGRAF,Embalagem
CAIXA PAPELÃO 20X20X20 Nacional 48191000,Embalagem
COPO PAPEL TEICHNER ECO 110ML,Embalagem
COPO PAPEL VERSALINE 210ML CERTFSCMISTO 70% CU COC8 PACOTE COM 50UN,Embalagem
DIV. FILTRO PAPEL P/CAFETEIRA Nº4 GRANDE,Embalagem
EMBALAGEM PAPEL NAT.(N3)(ALTA) PARDA EMBALAGEM PAPEL NAT.(N3)(ALTA)PARDA P/ SHOP BAG,Embalagem
ESTRELA DE PAPELAO DOURADA 187X176M,Embalagem
EXP. BOBINA PAPEL KRAFT 80GRX60CM 200MT,Embalagem
EXP. PAPEL CARTÃO AMARELO Tamanho: Cartolina,Embalagem
FILTRO DE PAPEL MELITA Nº 103 C/ 30UN,Embalagem
MED. DESCARTEX PAPELAO 7LT MARCA: CATOON BOX,Embalagem
PAPEL 8860 KRAFT PURO 100% - GR.150 FORNECEDOR: CINCO ESTRELAS - G/m²150 - LARGURA 060 METROS PAPEL KRAFT 100% PURO SEM TRATAMENTO NA CAPA,Embalagem
PAPEL CROMOPLOT 40 G-KP L 185-C 250M 5ESTRELAS:PAPEL CROMOPLOT 40G - KP - 18,Embalagem
PAPEL CROMOPLOT 40 G-L 110M- C 250M 5ESTRELAS:PAPEL REF.8827 - 110M X 250M,Embalagem
PAPEL CROMOPLOT 40GR L 200 PARA TALHAR,Embalagem
PAPEL CROMOPLOT K L 2 60G 60 GRAMAS,Embalagem
PAPEL CROMOVEST PERF.180X250 6OG SK 5ESTRELAS:PAPEL CROMOVEST PERFURADO 180,Embalagem
PAPEL CROMOVEST PERFURADO 1x250 OG,Embalagem
PAPEL FOTOGRAFICO 260G BRILHO 021X030M,Embalagem
PAPEL FOTOGRAFICO 260G BRILHO 080X059M,Embalagem
PAPEL FOTOGRAFICO HP ZINK AUTOCOLANTE Papel Fotográfico HP Zink Autocolante - 20 Folhas,Embalagem
PAPEL PARDO MICROPERFURADO ENFESTAR TECIDO DZARM NACIONAL 180 4804.31.90,Embalagem
PAPEL PERFURADO 075X250 PARDO Papel Perfurado Enfestar Malha Nacional 075x250 Pardo 4804.31.90,Embalagem
PAPEL SILICONADO HT85 ACABA BRI 100X66CM COD. HT-85 ACABAMENTO BRILHO PÓS IMPRESSÃO,Embalagem
PRATO DESCARTAVEL PAPELAO 28CM,Embalagem
SACOLA PAPEL base_12 STORE G ROSA,Embalagem
SACOLA PAPEL base_12 STORE M ROSA,Embalagem
SACOLA PAPEL base_12 STORE PP ROSA Novo MIX (Rosa / Azul / Verde),Embalagem
SACOLA PAPEL base_12 STORE P ROSA,Embalagem
SACOLA PRESENTE PAPEL 215X15X8CM C/10 Sacola para presente papel 215x15x8cm kraft 1000022 Cromus PT 10 UN,Embalagem
CAIXA DE PAPELAO 300X200X200,Embalagem
CAIXA DE PAPELAO 300X300X200,Embalagem
CAIXA DE PAPELAO 400X400X300,Embalagem
PAPELAO ONDULADO 120X80,Embalagem
Alma papel 14x18cm,Embalagem
ALMA PAPEL 14X18 CM - Cor: COR UNICA ALMA - MATERIAL: PEPEL(PAPELAO) - APLICACAO: EMBALAGEM DE CAMISAS EM GERAL - DIMENSOES: 14X18 CM,Embalagem
Alma papel 255x16cm,Embalagem
ALMA PAPEL 255X16 CM - Cor: COR UNICA ALMA - MATERIAL: PEPEL(PAPELAO) - APLICACAO: EMBALAGEM DE CAMISAS EM GERAL - DIMENSOES: 255X16 CM,Embalagem
Alma papel 32x22cm,Embalagem
ALMA PAPEL 32X22 CM - Cor: COR UNICA ALMA - MATERIAL: PEPEL(PAPELAO) - APLICACAO: EMBALAGEM DE CAMISAS EM GERAL - DIMENSOES: 32X22 CM,Embalagem
Alma papel 51x16cm,Embalagem
ALMA PAPEL 51X16 CM - Cor: COR UNICA ALMA - MATERIAL: PEPEL(PAPELAO) - APLICACAO: EMBALAGEM DE CAMISAS EM GERAL - DIMENSOES: 51X16 CM,Embalagem
ARTIGOS MOLDADOS OU PRENSADOS DE PASTA DE PAPEL,Embalagem
BOBINA - PAPEL DE PRESENTE - Cor: COR UNICA,Embalagem
BOBINA P/ PAPEL DE PRESENTE 80CM - Cor: COR UNICA,Embalagem
CAIXA 20X27X9 MILON PAPEL COUCHE VISOR T - Cor: BRANCO,Embalagem
Caixa de papel,Embalagem
CAIXA DE PAPELAO,Embalagem
Caixa de papelão 700x480x337mm,Embalagem
Caixa de papelão ondulado,Embalagem
CAIXA DE PAPELAO ONDULADO 201 - Cor: COR UNICA,Embalagem
Caixa de papelão para arquivo morto,Embalagem
CAIXA DE PAPELAO SAPATO GRANDE,Embalagem
CAIXA DE PAPEL KRAFT TAMANHO M Caixa Kraft para presente - Tamanho: 23cmx33cmx8cm,Embalagem
CAIXA DE PAPEL KRAFT TAMANHO M - Cor: COR UNICA,Embalagem
CAIXA DE PAPEL P/ PRESENTE P/ ESPUMANTE - Cor: COR UNICA,Embalagem
CAIXAO PAPELAO GRUPO KY59X38X325 TAM 10 CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 18 KG - EMPILHAMENTO MÁXIMO DE 6 CAIXAS - PESO MÉDIO DA CAIXA 1.024 kg,Embalagem
CAIXAO PAPELAO GRUPO KY59X38X325 TAM 10 - Cor: MARROM CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 18 KG - EMPILHAMENTO MÁXIMO DE 6 CAIXAS - PESO MÉDIO DA CAIXA 1.024 kg,Embalagem
CAIXAO PAPELAOGRUPO base_1438X295X26 TAM 4 CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 10 KG - EMPILHAMENTO MÁXIMO DE 8 CAIXAS - PESO MÉDIO DA CAIXA 469 GR,Embalagem
CAIXAO PAPELAOGRUPO base_1438X295X26 TAM 4 - Cor: MARROM CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 10 KG - EMPILHAMENTO MÁXIMO DE 8 CAIXAS - PESO MÉDIO DA CAIXA 469 GR,Embalagem
CAIXAOPAPELAO GRUPO base_1438X295X39 TAM 6 CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 12 KG - EMPILHAMENTO MÁXIMO DE 8 CAIXAS - PESO MÉDIO DA CAIXA 616 GR,Embalagem
CAIXAOPAPELAO GRUPO base_1438X295X39 TAM 6 - Cor: MARROM CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 12 KG - EMPILHAMENTO MÁXIMO DE 8 CAIXAS - PESO MÉDIO DA CAIXA 616 GR,Embalagem
CAIXAO PAPELAO GRUPO base_14 59X38X26 TAM 8 CAIXA ONDA BC (dupla) - SUPORTA PESO MÁXIMO DE 15 KG - EMPILHAMENTO MÁXIMO DE 9 CAIXAS,Embalagem
CAIXAO PAPELAO GRUPO base_14 59X38X26 TAM 8 - Cor: MARROM CAIXA ONDA BC (dupla) - SUPORTA PESO MÁXIMO DE 15 KG - EMPILHAMENTO MÁXIMO DE 9 CAIXAS,Embalagem
CAIXAO PAPELAO LISA 38X295X26 TAM 4 CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 10 KG - EMPILHAMENTO MÁXIMO DE 8 CAIXAS - PESO MÉDIO DA CAIXA 469 GR - PALLET COM 600 UNID,Embalagem
CAIXAO PAPELAO LISA 38X295X26 TAM 4 - Cor: MARROM CAIXA ONDA B - SUPORTA PESO MÁXIMO DE 10 KG - EMPILHAMENTO MÁXIMO DE 8 CAIXAS - PESO MÉDIO DA CAIXA 469 GR - PALLET COM 600 UNID,Embalagem
C AIXA PAPELAO 38X295X13(2)base_14ABAS (2) - Cor: MARROM,Embalagem
C AIXA PAPELAO 38X295X26(4)base_14ABAS (4) - Cor: MARROM,Embalagem
C AIXA PAPELAO 38X295X39(6)base_14ABAS (6) - Cor: MARROM,Embalagem
C AIXA PAPELAO 59X38X26 (8)base_14ABASOB () - Cor: MARROM,Embalagem
CAIXA PAPELAO 59X38X325(10)base_14ABASOBRE - Cor: MARROM,Embalagem
CAIXA PAPELAO ASSENTO-0435X0310X0290 - Cor: COR UNICA,Embalagem
CAIXA PAPELAO DUPLEX 440X440X220 MM CAIXA - MATERIAL: PAPELAO DUPLEX - ACABAMENTO: 1 ONDA C - PESO: 380G - ESPESSURA: 4MM - CAPACIDADE: 20 KG - MEDIDAS: 440X440X220 MM,Embalagem
CAIXA PAPELAO DUPLEX 440X440X220 MM - Cor: COR UNICA CAIXA - MATERIAL: PAPELAO DUPLEX - ACABAMENTO: 1 ONDA C - PESO: 380G - ESPESSURA: 4MM - CAPACIDADE: 20 KG - MEDIDAS: 440X440X220 MM,Embalagem
CAIXA PAPELAO GRUPO base_14 59X38X39 TAM 12 - Cor: MARROM CAIXA ONDA BC - SUPORTA PESO MÁXIMO DE 25 KG - EMPILHAMENTO MÁXIMO DE 5 CAIXAS - PESO MÉDIO DA CAIXA 1.700 KG - PALLET COM 100 UNID,Embalagem
Caixa papelão grupo base_14 tam 10,Embalagem
Caixa papelão grupo base_14 tam 12,Embalagem
Caixa papelão grupo base_14 tam 4,Embalagem
Caixa papelão grupo base_14 tam 6,Embalagem
Caixa papelão grupo base_14 tam 8,Embalagem
CAIXA PAPELAO LISA 59X38X39 TAM 12 - Cor: COR UNICA CAIXA ONDA BC - SUPORTA PESO MÁXIMO DE 25 KG - EMPILHAMENTO MÁXIMO DE 5 CAIXAS - PESO MÉDIO DA CAIXA 1.700 KG - PALLET COM 100 UNID,Embalagem
Caixa papelão lisa tam 12,Embalagem
Caixa papelão lisa tam 4,Embalagem
CAIXA PAPELAO MILON 38X295X13(2)ABA (2) - Cor: MARROM,Embalagem
CAIXA PAPELAO MILON 38X295X26(4)ABA (4) - Cor: MARROM,Embalagem
CAIXA PAPELAO MILON 38X29.5X39(6)ABA (6) - Cor: MARROM,Embalagem
CAIXA PAPELAO MILON 59X38X26(8)ABASO (8) - Cor: MARROM,Embalagem
CAIXA PAPELAO MILON 59X38X325(10)A (10) - Cor: MARROM,Embalagem
CAIXA PAPELAO MILON 59X38X39(12)ABASO () - Cor: MARROM,Embalagem
CAIXA PAPELAO ONDULADA 15CMX15CMX100CM - Cor: MARROM,Embalagem
CAIXA PAPELAO P/ CABIDE-0395X0310X189 - Cor: COR UNICA,Embalagem
CAIXA PAPELAO PRATO - 0324X0312X0207 - Cor: COR UNICA,Embalagem
CAIXA PAPELAO SABONET.-0461X0173X0195 - Cor: COR UNICA,Embalagem
CAIXAS DE PAPEL OU CARTAO ONDULADOS.,Embalagem
CAPA DE CD/DVD DE PAPEL - Cor: COR UNICA,Embalagem
