frase_quantidade
"LUVA, Quantidade: 9"
"TABULEIRO DE PAPELÃO UTILIZADO PARA REFORÇAR O FUNDO DA CAIXA DE PAPELÃO NR4 204.0206-0 MEDIDAS: 455X300MM ONDA BC KRAFT/KRAFT, Quantidade: 2"
"TABULEIRO DE PAPELÃO UTILIZADO PARA REFORÇAR O FUNDO DA CAIXA DE PAPELÃO NR3 204.0265-0 MEDIDAS: 405X205MM ONDA BC KRAFT/KRAFT, Quantidade: 2"
"CAIXA DE PAPELAO ONDULADO COLUNA DE 70kgf/cm E GRAMATURA 700gr/m2 PARA ACONDICIONAMENTO DE UM PRODUTO., Quantidade: 2"
"TABULEIRO DE PAPELÃO UTILIZADO PARA SEPARAR ROLAMENTOS E SELOS NA CAIXA DE PAPELÃO NR1 204.0203-0 MEDIDAS: 165 X 170MM ONDA SIMPLES, Quantidade: 2"
"SFF38A-11-JUNTA DE PAPEL REFERENCIA: 126311-1SP0 FORNECEDOR: LINSON & BRIGHT INDUSTRIES CORP. REVISADO P/ MARTINELLI EM 04/12/2012 - INCLUSO NO SISTEMA EM 05/12/2012 JUNTA DA CARCACA SFF38A (HOUSING GASKET 126311-1SP0) JUNTA DA CARCACA SFF38A, Quantidade: 2"
"CX.PAPELAO TORNO BANCADA NR.5 SOMAR, Quantidade: 2"
"FILTRO SACO PAPEL PARA PO FINO 80 L (C/1pc), Quantidade: 2"
"FILTRO SACO PAPEL 101/BOX, Quantidade: 2"
"CX.PAP.N.83 MAQ. VERG.N2 S/IMPRESSÃO - SCHULZ CAIXA DE PAPEL, Quantidade: 2"
"CX. PAP. N. 7 P/ USO GERAL (IMPR. SOMAR) CAIXA DE PAPELAO DUPLO CRAFT ABAS TRANSPASSADAS SOMAR 07(PARA USO GERAL)-367x140x170mm, Quantidade: 2"
"CX.PAPELAO TORNO BANCADA NR.6 TOP LINE - SCHULZ, Quantidade: 2"
"CX.PAPELAO TORNO BANCADA NR.5 TOP LINE - SCHULZ, Quantidade: 2"
"CX.PAPELAO TORNO BANCADA NR.2 SOMAR, Quantidade: 2"
"HPS-00147-FILTRO SACO PAPEL 101/BOX ***(OBS.: REFERENCIA DA ""SOTECO"" 00147)*** FILTRO SACO PAPEL, Quantidade: 2"
"CX.PAPELAO MULTICORTE PRATICA EM ACO, Quantidade: 2"
"CX.PAPELAO DISCO MULTICORTE 14"" 5UN, Quantidade: 2"
"CX.PAPELAO DISCO MULTICORTE 12"" 5UN, Quantidade: 2"
"CX.PAPELAO DISCO MULTICORTE 12"", Quantidade: 2"
"CX.PAPELAO C-LEVE 10"" LINHA OURO 1UN, Quantidade: 2"
"CX.DE PAPELAO P/ HIDROLAVADORA 64/66(EXP.)N160, Quantidade: 2"
"FT030A-07-JUNTA PAPEL HIDRAULICO PARA VEDAÇÃO DO OLEO COM 6 FUROS PRÓPRIO PARA VEDAR O CARTER DA HIDROLAVADORA MODELO SCHULZ LRS35-450 (CODIGO-85031003) CASE COVER PAD - HIDRAULIC CARDBOARD FORNECEDOR : FEINGTIAN MODELO FT-30A REF. SPARE PARTS FOR FT-30A ITEM N.07 (FORNECEDOR SHANGHAI QUALIWAY) FORNECEDOR NACIONAL VEDAMOTORS CONFORME DESENHO - CORTICA TIPO B 16 MM, Quantidade: 2"
"HPS-02875-FILTRO SACO PAPEL 400 ***(OBS.: REFERENCIA DA ""SOTECO"" 02875)*** **CODIGO DE BARRAS - 789689344673-4** FILTRO SACO PAPEL, Quantidade: 2"
"REFORCO DE PAPELAO PARA CAIXA DO JET MASTER COLORIDA CONFECCIONADO EM PAPELAO ONDULADO ONDA SIMPLES OS1K GRAMATURA 430 GRAMAS + OU - 20 GRAMAS COM CORTE DE VINCO E COLADA. REFORCO DE PAPELAO JET MASTER, Quantidade: 2"
"JUNTAS EM PAPELAO HIDRAULICO PARA VEDACAO DE GASES PROVENIENTES DO SILENCIOSO (ESCAPE) DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) DO GERADOR S12000MG. INCLUDE: 02 PCS - REF. 143 (COD. 012200003900) - MUFLER GASKET PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S12000MG - 919.0215-0/919.0216-0, Quantidade: 2"
"PAPEL ACETINADO PREMIO FORMATO A2 425X600MM, Quantidade: 2"
"PAPEL ACETINADO PREMIO FORMATO A1 600X850MM PAPEL ACET PR F A1, Quantidade: 2"
"PAPEL ACETINADO PREMIO FORMATO A0 (841MMX100M) PAPEL ACET PR F A0, Quantidade: 2"
"KIT DE EMBALAGEM EM PAPELÃO UTILIZADO NOS MULTIFUNCIONAIS 208.247-C1 9 PEÇAS POR EMBALAGEM, Quantidade: 2"
"JUNTAS PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. VEDACAO CABECOTE USO MOTOR DO GERADOR S2500MG COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE METALICA - COD. 01.01.10.007.004 01 PC - JUNTA DO CABECOTE EM CORTIÇA - COD. 01.01.10.005.004 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.004 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.004 APLICACAO: GERADOR ELETRICO - S3500MG - 919.0208-0 FABRICANTE: LUTIAN, Quantidade: 2"
"JUNTAS PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. VEDACAO CABECOTE USO MOTOR DO GERADOR S1200MG COMPOSTO POR: 01 PC - JUNTA TAMPA CABECOTE PAPELAO HIDRAULICO - COD. EG-M152-B05 01 PC - JUNTA CABECOTE PAPELAO HIDRAULICO - COD. EG-M152-B11 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. EG-M152-B05 01 PC - CYLINDER HEAD GASKET - COD. EG-M152-B11 APLICACAO: GERADOR ELETRICO - S1200MG - 919.0205-0/919.0206-0 FABRICANTE: LUTIAN, Quantidade: 2"
"JUNTAS DE PAPELAO HIDRAULICO PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FORNECEDOR LUTIAN. JUNTAS DO CARBURADOR USO MOTOR DO GERADOR S1200MG COMPOSTO POR: 03 PCS - JUNTA - COD. EG-M152-E07 CARBURETION GASKET SET WITH: 03 PCS - GASKET - COD. EG-M152-E07 APLICACAO: GERADOR ELETRICO - S1200MG - 919.0205-0/919.0206-0 FABRICANTE: LUTIAN, Quantidade: 2"
"JUNTA DE PAPELAO HIDRAULICO NA 1002 SEM AMIANTO COM FIBRA ARAMIDA E BORRACHA NBR ESPESSURA 08 MM LIMITES DE TEMPERATURA 400°C - PRESSAO MAXIMA 110 BAR EM FORMATO QUADRADO COM DIAMETRO INTERNO DE 120MM PARA VEDACAO DA PASSAGEM DE AR E OLEO NA VALVULA DE ADMISSAO EVO9 **CONFORME DESENHO**, Quantidade: 2"
"JUNTAS DE PAPELAO HIDRAULICO PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FORNECEDOR LUTIAN. JUNTAS DO CARBURADOR E FILTRO DE AR USO MOTOR DO GERADOR S2500MG E S3500MG COMPOSTO POR: 01 PC - JUNTA FILTRO DE AR EM BORRACHA - COD. 01.01.10.001.003 01 CJ COM 02 PCS DE JUNTA PAPELAO HIDRAULICO - COD. 01.01.10.008.005 01 PC - JUNTA PAPELAO HIDRAULICO CONECTOR DO CARBURADOR - COD. 01.01.04.014.002 CARBURETOR GASKET SET WITH: 01 PC - AIR CLEANER PACKING - COD. 01.01.10.001.003 01 KIT WITH 2PCS - PAPER CARBURETOR PACKING - COD. 01.01.10.008.005 01 PC - CARBURETOR CONNECTING PACKING - COD. 01.01.04.014.002 APLICACAO: GERADOR ELETRICO - S2500MG/S3500MG - 919.0207-0/919.0208-0 FABRICANTE: LUTIAN, Quantidade: 2"
"JUNTAS DE PAPELAO HIDRAULICO PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FORNECEDOR LUTIAN. JUNTAS DO CARBURADOR E DO SUPORTE FILTRO DE AR USO MOTOR DO GERADOR S5500MG COMPOSTO POR: 01 PC - JUNTA SUPORTE FILTRO DE AR PAPELAO HIDRAULICO - COD. 01.01.10.001.004 01 PC - JUNTA PAPELAO HIDRAULICO - COD. 01.01.10.008.007 01 PC - JUNTA PAPELAO HIDRAULICO CONECTOR DO CARBURADOR - COD. 01.01.04.005.001 CARBURETOR GASKET SET WITH: 01 PC - AIR CLEANER PACKING - COD. 01.01.10.001.004 01 PC - AIR CLEANER PACKING PAPER (IN/EX) - COD. 01.01.10.008.007 01 PC - CARBURETOR CONNECTING PACKING - COD. 01.01.04.005.001 PACKED INSIDE PLASTIC BAG. UNASSEMBLED. WITH A LABEL INFORMING SCHULZ CODE. APLICACAO: GERADOR ELETRICO - S5500MG - 919.0209-0 FABRICANTE: LUTIAN, Quantidade: 2"
"JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CILINDRO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE UNITED POWER. REPARO CILINDRO USO MOTOR DO GERADOR S950MG COMPOSTO POR: 01 PC - JUNTA DO CILINDRO - COD. 022010001200 01 PC - JUNTA TAMPA DO CILINDRO - COD. 022010001400 CYLINDER REPAIR SET WITH: 01 PC - CYLINDER GASKET - COD. 022010001200 01 PC - CYLINDER CAP GASKET - COD. 022010001400 APLICACAO: GERADOR ELETRICO - S950MG - 919.0203-0/919.0204-0 FABRICANTE: UNITED POWER, Quantidade: 2"
"JUNTA PAPELAO HIDRAULICO PARA VEDACAO DO OLEO NO CILINDRO DO COMPRESSOR DE AR CSA82 DIAMETRO INTERNO 63 MM REFERENCIA FORNECEDOR - 12 CYLINDER GASKET (HYDRAULIC CARDBOARD) ----------------------------------REVISAO SCHULZ JUL/AGO 2013------------------------------- JUNTA VEDACAO DO CILINDRO PARA O COMPRESSOR DE AR CSA 8.2 (PAPELAO HIDRAULICO) REF. FORNECEDOR SHIMGE ITEM NO.12 ON THE EXPLORE PICTURE - SHIMGE PART NUMBER SGFL9131-B-12 127V 60HZ 2 HP AND SGFL9131-C-12 220V 60HZ 2 HP FOR AIR PUMP CYLINDER GASKET (HYDRAULIC CARDBOARD) JUNTA DO CILINDRO EM PAPELAO HIDRAULICO PARA VEDAR O OLEO LUBRIFICANTE., Quantidade: 2"
"JUNTA EM PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO INFERIOR DO CARTER USO NO MOTOR DIESEL DO GERADOR S13000TD. INCLUDE: 01 PC - REF. 42 (COD. LT290F-01030) - OIL PAN GASKET PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S13000TD - 919.0217-0/919.0218-0, Quantidade: 2"
"JUNTA EM PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NA TAMPA DO MECANISMO DE MODULACAO USO NO MOTOR DIESEL DO GERADOR S13000TD. INCLUDE: 01 PC - REF. 148 (COD. T290F-08006) - WASHER PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S13000TD - 919.0217-0/919.0218-0, Quantidade: 2"
"LUVA ELETRODUTO PVC 3/4 BRANCO, Quantidade: 2"
"LUVA ELETRODUTO PVC 3/4 PRETO, Quantidade: 2"
"204.0546-0-CAIXA DE PAPELAO PARA SERRA DE ESQUADRIA 10""(255MM) 1800W TENSAO DE 127V E 220V MEDIDAS INTERNAS DE C=650mm X L= 490mm X A=440mm MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS 10012110 E 10012111, Quantidade: 2"
"LUVA ELETRODUTO PVC 3/4 VERMELHO, Quantidade: 2"
"BUJAO 2"" PARA LUVA 2 NPSC (CONFORME DESENHO) * COMPONENTE CRITICIDADE R1 S MATERIAL CONFORME ASME SECAO II PARTE A EDICAO 10 ADENDA 11 E IT-036 REV.05 BUJAO 2"" P/ LUVA 2NPSC., Quantidade: 2"
"BUCHA DE REDUCAO MOLDADO EM FERRO FUNDIDO NAO MALEAVEL MACHO ROSCADO COM ROSCA DE 2 POLEGADAS PARA LUVA NPSF x 3/4""-14 NPSF (FEMEA) COM 565 MM DE DIAMETRO EXTERNO E INTERNO DE 37 MM. BUCHA DE REDUCAO 2"" (MACHO 60°) x 1"" NPSC (FEMEA) CONFORME DESENHO *COMPONENTE CRITICIDADE R1S* MATERIAL CONFORME ASME SECAO II PARTE A EDICAO 15 E IT-036 REVISAO 11, Quantidade: 2"
"BUCHA DE REDUCAO MOLDADO EM FERRO FUNDIDO MACHO NAO MALEAVEL ROSCADO COM ROSCA DE 2 POLEGADAS PARA LUVA NPSF x 3/4""-14 NPSF (FEMEA) COM 565 MM DE DIAMETRO EXTERNO E INTERNO DE 23 MM. CONFORME DESENHO *COMPONENTE CRITICIDADE R1S* MATERIAL CONFORME ASME SECAO II PARTE A EDICAO 15 E IT-036 REVISAO 11 BUCHA DE REDUCAO 2""(MACHO)ESP. x 3/4""-14 NPSF (FEMEA), Quantidade: 2"
"60253523-LUVA DE ACO 3/8""NPSC CONFORME DESENHO O COMPONENTE DEVE SER FORNECIDO COM CERTIFICADO DO MATERIAL. CRITICIDADE R1S, Quantidade: 2"
"60253522-LUVA DE ACO 1/2""NPSC CONFORME DESENHO. O COMPONENTE DEVE SER FORNECIDO COM CERTIFICADO DO MATERIAL. CRITICIDADE R1S., Quantidade: 2"
"60253517-LUVA DE ACO 1/4""NPSF CONFORME DESENHO. O COMPONENTE DEVE SER FORNECIDO COM CERTIFICADO DO MATERIAL. CRITICIDADE R1S, Quantidade: 2"
"60253516-LUVA DE ACO 3/4""NPSF MATERIAL CONFORME DESENHO O ITEM DEVERA SER FORNECIDO COM CERTIFICADO DE MATERIAL CRITICIDADE R1S, Quantidade: 2"
"003.0807-0-ACESSORIO PARA TUBO LUVA ROSCADA EM ACO DIAMETRO 1 POL COM ROSCA PARALELA BSP LUVA c/ ROSCA Rp 1"" (Longa) ***CONFORME DESENHO***, Quantidade: 2"
"003.0445-0-LUVA M16x1.5 (VISO, Quantidade: 2"
"003.0214-0-LUVA DE ACO 1/2""NPSF LONGA P/ VALVULA DE RETENCAO MATERIAL CONFORME DESENHO O COMPONENTE DEVERA SER FORNECIDO COM CERTIFICADO DO MATERIAL CRITICIDADE R1S, Quantidade: 2"
"MEIA LUVA INOX 304/316 BSP 2"", Quantidade: 2"
"LUVA GALVANIZADA 2 1/2, Quantidade: 2"
"LUVA GALVANIZADA 1/4, Quantidade: 2"
"LUVA FEMEA GALVANIZADO 11/4, Quantidade: 2"
"LUVA FEMEA GALVANIZADA 2, Quantidade: 2"
"CONJUNTO MANGUEIRAS PARA ADMISSAO DO AR COM ACESSORIOS (DESMONTADOS) UTILIZADO NO COMPRESSOR DE AR MSW60MAX FERROVIARIO. COMPOSTO POR 20 PECAS. 02 ESPIGAS EM ACO 1"" NPT PARA MANGUEIRA 02 ESPIGAS EM PLASTICO DE 2"" BSP 02 BUCHAS DE REDUÇÃO EM ACO 2""x 1""RP 01 COTOVELO EM ACO 1"" 01 COTOVELO DE SAIDA LATERAL EM ACO GALVANIZADO 2"" 02 ABRACADEIRAS REGULAVEIS 1"" x 1.1/2"" EM ACO 02 ABRACADEIRAS REGULAVEIS 2.3/4"" x 3.1/2"" EM ACO02 ABRACADEIRAS REGULAVEIS 2"" x 2.3/4"" 02 NIPLE DE REDUÇÃO 1""x 3/4"" EM ACO 01 COTOVELO DE BORRACHA DIAMETRO 70 mm 01 LUVA PLASTICA COM ROSCA INTERNA DE 2 POLEGADAS BSP 01 MANGUEIRA EM BORRACHA SINTETICA VULCANIZADA NAO ENDURECIDA PRESSAO MAXIMA DE RUPTURA 827 MPa (1200PSI) REFORCADA COM UMA LONA TEXTIL COM DIAMETRO DE 1 POLEGADA (254mm) 400 mm DE COMPRIMENTO E 01 MANGUEIRA EM BORRACHA SINTETICA VULCANIZADA NAO ENDURECIDA PRESSAO MAXIMA DE RUPTURA 310 MPa (450 PSI) REFORCADA COM UMA LONA TEXTIL COM DIAMETRO DE 2 POLEGADAS (508 mm) 510 mm DE C, Quantidade: 2"
"ELETROCALHA DUTO LUVA GALVANIZADO FOGO 1"", Quantidade: 2"
"ELETROCALHA DUTO LUVA GALVANIZADO FOGO 1/2"", Quantidade: 2"
"LUVA GALVANIZADA A FOGO 1.1/2"" NBR5580, Quantidade: 2"
"CJ. LUVA P/ CONTROLE DE, Quantidade: 2"
"LUVA MACHO E FÊMEA DE REDUÇÃO ROSCAS 3/8""x1/4"" BSP - FERRO MALEÁVEL GALVANIZADO TUPY, Quantidade: 2"
"SFI300-26-LUVA DA VALVULA - SFI300 (VALVE SLEEVE) LUVA DA VALVULA - SFI300, Quantidade: 2"
"LUVA NPT 1/4 F MAL, Quantidade: 2"
"LUVA MF ROSCAS G 3/4"" x R 3/4"" LATÃO, Quantidade: 2"
"LUVA MACHO E FEMEA COM ROSCA DE 3/4"" BSP EM FERRO MALEÁVEL GALVANIZADO - TUPY, Quantidade: 2"
"LUVA DISTANCIADORA MCi 28 00.759937, Quantidade: 2"
"ELETROCALHA DUTO LUVA GALVANIZADO FOGO 3/4"", Quantidade: 2"
"LUVA DE BORRACHA DIAM. INT. 100MM - REF.MANN 39 500 27 979 LUVA DE BORRACHA DIAM. INT. 100MM - MANN 3950027979, Quantidade: 2"
"LUVA DAS GAXETAS PARA HIDROLAVADORA UNIVERSAL CODIGO PARA SEPARACAO, Quantidade: 2"
"LUVA 3/4""BSP GALVANIZADA TUPY LUVA 3/4""BSP GALVANIZADA TUPY, Quantidade: 2"
"LUVA 1"" GALVANIZADA TUPY LUVA 1"" GALVANIZADA TUPY, Quantidade: 2"
"LUVA 1/2""BSP GALVANIZADA TUPY LUVA 1/2""BSP GALVANIZADA TUPY, Quantidade: 2"
"LUVA 1/2""BSP FERRO MALEAVEL TUPY LUVA 1/2"", Quantidade: 2"
"LUVA EMENDA GALVANIZADA 1/2, Quantidade: 2"
"LUVA DESLIZANTE (NCM 73072200) (TRANSPORTES), Quantidade: 2"
"LUVA DE REDUÇÃO GALVANIZADA 3 X 21/2, Quantidade: 2"
"LUVA ROSCAVEL ELETRODUTO PVC 1 PRETO, Quantidade: 2"
"Meia Luva Roscada P/ Solda, Quantidade: 2"
"'Meia-Luva P/ Solda Diam. 1'' NPT', Quantidade: 2"
"Luva Galvanizada Diam. 2.1/2, Quantidade: 2"
"Luva De Reducao Galvanizada, Quantidade: 2"
"LUVA 2 - TUPY, Quantidade: 2"
"LUVA ROSCAVEL ELETRODUTO PVC 3/4 PRETO, Quantidade: 2"
"LUVA ROSCAVEL ELETRODUTO PVC 1/2 PRETO, Quantidade: 2"
"LUVA GALVANIZADA 3/4"", Quantidade: 2"
"LUVA ROSCAVEL 3/4 PVC BRANCA, Quantidade: 2"
"LUVA ROSCAVEL 1 PVC BRANCA, Quantidade: 2"
"LUVA REDUCAO, Quantidade: 2"
"LUVA METALICA P/ ESTACA 16X16CM, Quantidade: 2"
"LUVA GALVANIZADA BSP 1 1/4, Quantidade: 2"
"LUVA GALVANIZADA 1/2, Quantidade: 2"
"LUVA GALVANIZADA 1, Quantidade: 2"
"LUVA 3/4 "" INOX, Quantidade: 2"
"LUVA DE REDUÇÃO GALVANIZADA 3X1 1/2, Quantidade: 2"
"LUVA DE REDUCAO GALV. 2 1/2X2, Quantidade: 2"
"LUVA DE REDUÇÃO GALVANIZADA 2 X 11/2, Quantidade: 2"
"LUVA DE REDUCAO GALVANIZADA 2 X 1, Quantidade: 2"
"LUVA DE REDUCAO GALVANIZADA 21/2 X 11/2, Quantidade: 2"
"LUVA DE REDUCAO GALVANIZADA 1 1/4"" X 1"", Quantidade: 2"
"LUVA DE REDUCAO GALVANIZADA 1 1/2 X 1, Quantidade: 2"
"LUVA DE REDUCAO GALV. 4X2, Quantidade: 2"
"LUVA DE REDUÇÃO GALV. 1/2 X 1/4 FIG. 240, Quantidade: 2"
"LUVA DE REDUCAO ACO GALVANIZADO 3/4"" X 1/2"", Quantidade: 2"
"LUVA DE REDUÇÃO GALV. 11/2 X 3/4 TUPY, Quantidade: 2"
"LUVA (ANILHA) DE LATAO 60F06 3/8"", Quantidade: 2"
"LUVA 1 SW, Quantidade: 2"
"LUVA 2 POL. BSP INOX 316 L, Quantidade: 2"
"LUVA 2 POL. BSP INOX, Quantidade: 2"
"LUVA 2 POL. ACAB. PRETO, Quantidade: 2"
"CONJUNTO JUNTAS DE VEDACAO DO CARBURADOR COMPOSTO POR 05 PECAS SENDO: 02 JUNTAS DO TUBO DE ADMISSAO EM PAPELAO HIDRAULICO 02 JUNTAS DO CARBURADOR EM PAPELAO HIDRAULICO E 01 JUNTA DO FILTRO DE ADMISSAO DE AR EM PAPELAO HIDRAULICO USO NO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) DO GERADOR S12000MG. INCLUDE: 02 PCS - REF. 74 (COD. 012200004000) - INTAKE MANIFOLD GASKET 02 PCS - REF. 75 (COD. 012200005800) - CARBURATOR GASKET 01 PC - REF. 81 (COD. 012200005600) - AIR FILTER GASKET NOT ASSEMBLED PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S12000MG - 919.0215-0/919.0216-0, Quantidade: 2"
"CONJUNTO JUNTAS DE CARTAO/PAPELAO ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) COM 02 PEÇAS. FABRICANTE LUTIAN. KIT JUNTA DO SILENCIADOR COMPOSTO POR: 01 PC - JUNTA DO SILENCIOSO - COD. 01.01.10.024.005 01 PC - JUNTA INFERIOR DO SILENCIOSO - COD. 01.01.10.999.002 MUFFLER GASKET SET WITH: 01 PC - MUFFLER GASKET - COD. 01.01.10.024.005 01 PC - LOWER GASKET MUFFLER - COD - 01.01.10.999.002 APLICACAO: MOTOR A GASOLINA MGS8/MGS13 - 038.0202-0/038.0203-0 FABRICANTE: LUTIAN, Quantidade: 2"
"CONJUNTO JUNTA DE VEDACAO COM 8 PEÇAS EM PAPELAO HIDRAULICO TEADIT 1041 - SEM AMIANTO CONTENDO FIBRAS DE CELULOSE E CARGAS REFORCANTES LIGADAS COM BORRACHA NBR. PARA VEDACAO AR/OLEO NOS COMPRESSORES DE AR MSW60MAX e MSWV80MAX. EMBALADOS EM CARTELA DE PAPELAO ----------------------------------------------------------- REVISAO SCHULZ MAR/ABR 2015 ------------------------------------------------------------------------- KIT DE JUNTAS CARTER (MSW60MAX e MSWV80MAX) NAO AMIANTO NO MATERIAL NA1041 (TEADIT)COM DIMENSOES CONFORME DESENHOS: 60091501 (5PC) 60091504 (1PC) 60091506 (1PC) 60091515 (1PC)* JUNTA CARTER NAO AMIANTO., Quantidade: 2"
"CONJUNTO JUNTA DE VEDACAO COM 5 PEÇAS EM PAPELAO HIDRAULICO TEADIT 1041 - SEM AMIANTO CONTENDO FIBRAS DE CELULOSE E CARGAS REFORCANTES LIGADAS COM BORRACHA NBR. PARA VEDACAO AR/OLEO NOS COMPRESSORES DE AR 20AP. EMBALADOS EM CARTELA DE PAPELAO ----------------------------------------------------------- REVISAO SCHULZ MAR/ABR 2015 ------------------------------------------------------------------------- JOGO JUNTA CARTER 20 APE NAO AMIANTO NO MATERIAL NA1041 (TEADIT) COM DIMENSOES CONFORME DESENHOS 023.0096-6(2PC) 023.0097-4(1PC) 023.0098-2(2PC). JUNTA CARTER NAO AMIANTO, Quantidade: 2"
"CAIXA DE PAPELAO ONDULADO OS2K PARA MOTOCOMPRESSOR DE AR HOBBYJET C/ IMPRESSAO DIMENSOES INTERNAS: C=295mm x L=195mm x A=220mm SEM ACESSORIOS CONFORME FICHA DE IMPRESSAO. CAIXA DE PAPELAO P/ MOTOCOMPRESSOR HOBBYJET S/ACES., Quantidade: 2"
"CAIXA DE PAPELAO ONDULADO OD2K-ES PARA O BLOCO DO COMPRESSOR DE AR MSL-10MAX C/ IMPRESSAO DIMENSOES INTERNAS C=290mm X L=265mm X A=350mm ESTILO MTT-OC CONFORM FICHA DE INPRESSAO CAIXA PAPELAO MSL-10MAX, Quantidade: 2"
"CAIXA DE PAPELAO ONDULADA PARA TRANSFORMADOR DE SOLDA MTS250M - COLORIDA COM MEDIDAS EXTERNAS DE C= 470 mm X L= 270 mm X A= 310 mm MATERIAL: KRAFT KRAFT DUPLEX E PAPELAO ONDA B FECHAMENTO: SUPERIOR E INFERIOR COM ABAS TRANSPASSADA IMPRESSAO: COLORIDA UTILIZADO NO PRODUTO COD.: 919.0303 - MAQUINA TRANSFORMADOR DE SOLDA CANAL ESPECIAL, Quantidade: 2"
"CAIXA DE PAPELAO ONDULADA PARA TRANSFORMADOR DE SOLDA MTS250 - COLORIDA COM MEDIDAS EXTERNAS DE C= 470 mm X L= 270 mm X A= 310 mm MATERIAL: KRAFT KRAFT DUPLEX E PAPELAO ONDA B FECHAMENTO: SUPERIOR E INFERIOR COM ABAS TRANSPASSADA IMPRESSAO: COLORIDA UTILIZADO NO PRODUTO COD.: 919.0302-0 - MAQUINA TRANSFORMADOR DE SOLDA CANAL ESPECIAL, Quantidade: 2"
"CAIXA DE PAPELAO ONDULADA PARA TRANSFORMADOR DE SOLDA MTS150 - COLORIDA COM MEDIDAS EXTERNAS DE C= 420 mm X L= 230 mm X A= 300 mm MATERIAL: KRAFT KRAFT DUPLEX E PAPELAO ONDA B FECHAMENTO: SUPERIOR E INFERIOR COM ABAS TRANSPASSADA IMPRESSAO: COLORIDA UTILIZADO NO PRODUTO COD.: 919.0300-0 E 919.0301-0 - MAQUINA TRANSFORMADOR DE SOLDA MTS150 CANAL ESPECIAL, Quantidade: 2"
"CAIXA DE PAPELAO ONDA B PARDO (OPCIONAL: MICROONDULADO) FECHAMENTO TRANSPASSADO NO FUNDO E NA TAMPA COM RECORTE PARA TRAVAMENTO IMPRESSAO EM QUATRO CORES + VERNIZ DIMENSOES: C=316mm x L=191mm x A=248mm COM 2 INTERNOS EM PAPELAO MICROONDULADO TAMANHO 191mm x 248mm E REFORCO EM PAPELAO TIPO CINTA P/PINTEFACIL CAIXA DE PAPELAO PINTEFACIL NI, Quantidade: 2"
"CAIXA DE PAPELAO ONDA B PARDO (OPCIONAL: MICROONDULADO) FECHAMENTO TRANSPASSADO NO FUNDO E NA TAMPA COM RECORTE PARA TRAVAMENTO IMPRESSAO EM QUATRO CORES + VERNIZ DIMENSOES: C=316mm x L=191mm x A=248mm COM 2 INTERNOS EM PAPELAO MICROONDULADO TAMANHO 191mm x 248mm E REFORCO EM PAPELAO TIPO CINTA P/ HOBBYJET CAIXA DE PAPELAO HOBBYJET, Quantidade: 2"
"CAIXA DE PAPELAO NAS MEDIDAS INTERNAS DE C= 830mm X L= 365mm X A=680mm EM PAPELAO ONDA DUPLA PARDO KRAFT/KRAFT COM FECHAMENTO INFERIOR E SUPERIOR COM ABAS TRANSPASSADAS COM PEGA-MAO E IMPRESSAO NAS TESTEIRAS. PARA COMPRESSOR CSA85/50 LITROS 915.0340-0, Quantidade: 2"
"CAIXA DE PAPELAO HIDROPO1400, Quantidade: 2"
